test_pcc_step,test_ssim_step,test_psnr_step,test_rmse_step,test_frame_mse_step,test_frame_mae_step,step,test_frame_mse_epoch,test_frame_mae_epoch,test_pcc_epoch,test_ssim_epoch,test_psnr_epoch,test_rmse_epoch,test_csi_16_epoch,test_csi_74_epoch,test_csi_133_epoch,test_csi_160_epoch,test_csi_181_epoch,test_csi_219_epoch,test_csi_avg_epoch,test_pod_16_epoch,test_pod_74_epoch,test_pod_133_epoch,test_pod_160_epoch,test_pod_181_epoch,test_pod_219_epoch,test_pod_avg_epoch,test_sucr_16_epoch,test_sucr_74_epoch,test_sucr_133_epoch,test_sucr_160_epoch,test_sucr_181_epoch,test_sucr_219_epoch,test_sucr_avg_epoch,test_bias_16_epoch,test_bias_74_epoch,test_bias_133_epoch,test_bias_160_epoch,test_bias_181_epoch,test_bias_219_epoch,test_bias_avg_epoch,epoch
0.8644786598892636,0.8690266900928495,30.80768255420493,0.02921282686293125,0.0008745137020014226,0.01106820534914732,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7584603030742265,0.8942906222308488,31.29206363206458,0.028330551460385323,0.0008536317618563771,0.008508543483912945,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7031331358965699,0.8942965868450056,29.765451199522477,0.03520739823579788,0.0014110867632552981,0.009260891936719418,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8974248902988212,0.5268245473300879,21.04288806091573,0.09060082584619522,0.008509780280292034,0.0563507154583931,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8729275261054176,0.5739125646219555,21.26820187517367,0.0888819471001625,0.008272089995443821,0.05277270823717117,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8787419606493422,0.5978602151586482,22.48061762384394,0.07653755694627762,0.00604198919609189,0.043553855270147324,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8903392534101967,0.5180577058167248,20.957906711311384,0.09152749925851822,0.0086947251111269,0.05808513984084129,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8730611402020291,0.5695165878841316,21.373613088740303,0.08758798241615295,0.00800219178199768,0.05279385298490524,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8660129451262494,0.6036068644973717,22.517305277772607,0.07635493576526642,0.0060342662036418915,0.04299474507570267,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9184614427766463,0.5844796378285542,21.62043010923298,0.08624128252267838,0.007924551144242287,0.05303187668323517,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9151869433800338,0.5929836060809553,21.66820353526469,0.08586704730987549,0.007871083915233612,0.05344965308904648,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9065498742041099,0.5728696792071403,21.615111148350493,0.08589804172515869,0.007822536863386631,0.05630930885672569,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7284758968276946,0.8992226193916678,44.518339359246134,0.005963114555925131,3.577635652618483e-05,0.004328822251409292,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7054131271514462,0.9049192417505499,45.344613702264816,0.005408251658082008,2.928668436652515e-05,0.00391638558357954,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7196813742134233,0.8863835796488996,44.998823417438196,0.0056297667324543,3.175588062731549e-05,0.004266601521521807,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9121656429284313,0.5759773714986753,21.58476550717482,0.08679573982954025,0.008056358434259892,0.0597897432744503,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9069990841434049,0.5941272342376845,21.80665281580241,0.08479932695627213,0.0077246250584721565,0.05679485574364662,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9111571001454252,0.6118394670618275,22.25491512904081,0.08000694960355759,0.0068107894621789455,0.053419847041368484,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7439669760260054,0.9148668457180361,45.62406389595535,0.0053683072328567505,3.0337927455548197e-05,0.0036399189848452806,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6693735529768386,0.9028457462710092,44.67094437755737,0.0058729760348796844,3.487275171210058e-05,0.004228169098496437,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7275658921004622,0.927564641233572,45.343032550818556,0.005414689425379038,2.9421609724522568e-05,0.003859843360260129,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8615080279562247,0.689691139722172,25.01180973223369,0.05866385996341705,0.003696850501000881,0.0437152199447155,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8775036975244856,0.6801722178092349,25.309636734192367,0.05631406605243683,0.0033825088758021593,0.04234902933239937,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8622694207983357,0.6429447700815261,25.259046087451264,0.0566074512898922,0.0034154439345002174,0.04331735149025917,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7806213253691899,0.8746848849109771,36.53541532408301,0.015162300318479538,0.0002381764934398234,0.009416154585778713,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7982905761006401,0.8827308811584634,37.200874526246565,0.01387166976928711,0.00019444084318820387,0.008627048693597317,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
