2025-06-08 18:56:24,339 INFO    MainThread:720228 [wandb_setup.py:_flush():70] Current SDK version is 0.19.11
2025-06-08 18:56:24,340 INFO    MainThread:720228 [wandb_setup.py:_flush():70] Configure stats pid to 720228
2025-06-08 18:56:24,340 INFO    MainThread:720228 [wandb_setup.py:_flush():70] Loading settings from /home/vatsal/.config/wandb/settings
2025-06-08 18:56:24,340 INFO    MainThread:720228 [wandb_setup.py:_flush():70] Loading settings from /home/vatsal/NWM/pipeline/wandb/settings
2025-06-08 18:56:24,340 INFO    MainThread:720228 [wandb_setup.py:_flush():70] Loading settings from environment variables
2025-06-08 18:56:24,340 INFO    MainThread:720228 [wandb_init.py:setup_run_log_directory():724] Logging user logs to logs/wandb/run-20250608_185624-cl6l6j9a/logs/debug.log
2025-06-08 18:56:24,340 INFO    MainThread:720228 [wandb_init.py:setup_run_log_directory():725] Logging internal logs to logs/wandb/run-20250608_185624-cl6l6j9a/logs/debug-internal.log
2025-06-08 18:56:24,340 INFO    MainThread:720228 [wandb_init.py:init():852] calling init triggers
2025-06-08 18:56:24,340 INFO    MainThread:720228 [wandb_init.py:init():857] wandb.init called with sweep_config: {}
config: {'_wandb': {}}
2025-06-08 18:56:24,341 INFO    MainThread:720228 [wandb_init.py:init():893] starting backend
2025-06-08 18:56:24,341 INFO    MainThread:720228 [wandb_init.py:init():897] sending inform_init request
2025-06-08 18:56:24,390 INFO    MainThread:720228 [backend.py:_multiprocessing_setup():101] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2025-06-08 18:56:24,390 INFO    MainThread:720228 [wandb_init.py:init():907] backend started and connected
2025-06-08 18:56:24,396 INFO    MainThread:720228 [wandb_init.py:init():1005] updated telemetry
2025-06-08 18:56:24,441 INFO    MainThread:720228 [wandb_init.py:init():1029] communicating run to backend with 90.0 second timeout
2025-06-08 18:56:25,511 INFO    MainThread:720228 [wandb_init.py:init():1104] starting run threads in backend
2025-06-08 18:56:25,721 INFO    MainThread:720228 [wandb_run.py:_console_start():2573] atexit reg
2025-06-08 18:56:25,722 INFO    MainThread:720228 [wandb_run.py:_redirect():2421] redirect: wrap_raw
2025-06-08 18:56:25,722 INFO    MainThread:720228 [wandb_run.py:_redirect():2490] Wrapping output streams.
2025-06-08 18:56:25,722 INFO    MainThread:720228 [wandb_run.py:_redirect():2513] Redirects installed.
2025-06-08 18:56:25,726 INFO    MainThread:720228 [wandb_init.py:init():1150] run started, returning control to user process
2025-06-08 18:56:45,869 INFO    MsgRouterThr:720228 [mailbox.py:close():129] [no run ID] Closing mailbox, abandoning 1 handles.
