test_frame_mse_step,test_frame_mae_step,step,test_frame_mse_epoch,test_frame_mae_epoch,test_csi_16_epoch,test_csi_74_epoch,test_csi_133_epoch,test_csi_160_epoch,test_csi_181_epoch,test_csi_219_epoch,test_csi_avg_epoch,test_pod_16_epoch,test_pod_74_epoch,test_pod_133_epoch,test_pod_160_epoch,test_pod_181_epoch,test_pod_219_epoch,test_pod_avg_epoch,test_sucr_16_epoch,test_sucr_74_epoch,test_sucr_133_epoch,test_sucr_160_epoch,test_sucr_181_epoch,test_sucr_219_epoch,test_sucr_avg_epoch,test_bias_16_epoch,test_bias_74_epoch,test_bias_133_epoch,test_bias_160_epoch,test_bias_181_epoch,test_bias_219_epoch,test_bias_avg_epoch,epoch
0.0024024988524615765,0.02513044886291027,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0043718283995985985,0.03578062355518341,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.003044353099539876,0.02783036418259144,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0016793914837762713,0.020768439397215843,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0002845511771738529,0.015170453116297722,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00030349325970746577,0.01588466577231884,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0003197471087332815,0.016137508675456047,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0021451448556035757,0.027751807123422623,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0012412609066814184,0.02185998298227787,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0014921603724360466,0.023975584656000137,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0020142812281847,0.025426192209124565,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0020551946945488453,0.025046639144420624,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0016927525866776705,0.022685853764414787,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0020749110262840986,0.026395155116915703,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0018481495790183544,0.023921461775898933,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0015763002447783947,0.022259483113884926,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00031459573074243963,0.016619956120848656,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.001174274948425591,0.021314630284905434,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0008813455933704972,0.015307225286960602,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0011531257769092917,0.019161894917488098,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0010395747376605868,0.01672433689236641,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.000889720453415066,0.015758242458105087,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0002789128920994699,0.015338320285081863,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0014173892559483647,0.022280268371105194,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0011888709850609303,0.01641024462878704,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0011565423337742686,0.018637485802173615,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0006155032315291464,0.015397559851408005,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0003132602432742715,0.016560373827815056,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00031479005701839924,0.016627850010991096,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00029903469840064645,0.016020329669117928,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0002847843279596418,0.015440174378454685,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00026584870647639036,0.014427236281335354,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00026218415587209165,0.014280921779572964,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00025279997498728335,0.013956008478999138,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00030435097869485617,0.01611563004553318,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0002978996781166643,0.015751291066408157,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0002966596221085638,0.015525965951383114,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.002180707175284624,0.023447148501873016,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.002128477208316326,0.023400990292429924,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.002180751645937562,0.022537240758538246,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0029661771841347218,0.027530835941433907,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0025615196209400892,0.02597915194928646,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0023821424692869186,0.024276837706565857,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.003004321362823248,0.027928421273827553,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0011581050930544734,0.017306992784142494,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0003284019185230136,0.01341689471155405,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.011587959714233875,0.08311200886964798,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01071357075124979,0.0785994678735733,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01027621142566204,0.07624322175979614,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.010576465167105198,0.07723479717969894,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.008545920252799988,0.06861602514982224,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.008711140602827072,0.06581491976976395,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.007779315114021301,0.05910377949476242,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.006820657756179571,0.054270096123218536,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.007305930834263563,0.05301617830991745,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.000293314311420545,0.015765979886054993,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0003033652319572866,0.016016071662306786,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0003118394233752042,0.016252551227808,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.011132832616567612,0.07885853201150894,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01342548243701458,0.08716365694999695,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01377303246408701,0.08760165423154831,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0091632641851902,0.07036887109279633,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.010671105235815048,0.07490264624357224,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.011740949004888535,0.07926801592111588,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.005349593702703714,0.050306811928749084,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0031103508081287146,0.03435435891151428,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0003216371114831418,0.013015177100896835,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00023949715250637382,0.013638482429087162,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00024232585565187037,0.013610155321657658,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00034948778920806944,0.01486346684396267,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01268506608903408,0.07955285906791687,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.012680009938776493,0.08093715459108353,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.015659954398870468,0.09334893524646759,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.011023787781596184,0.06921551376581192,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.011742161586880684,0.07212730497121811,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01235766988247633,0.07895200699567795,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0078598503023386,0.06227006018161774,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.008872405625879765,0.06691045314073563,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.008405579254031181,0.06241409853100777,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0002926750748883933,0.015614718198776245,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0002644765772856772,0.012617611326277256,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0002997471601702273,0.009696248918771744,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00732902018353343,0.05117793381214142,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.006967905443161726,0.050833042711019516,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.007758535910397768,0.057466909289360046,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.010231872089207172,0.06135018542408943,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.009808551520109177,0.06494954973459244,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.011598513461649418,0.07882189005613327,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01208585500717163,0.07252735644578934,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
