test_pcc_step,test_ssim_step,test_psnr_step,test_rmse_step,test_frame_mse_step,test_frame_mae_step,step,test_frame_mse_epoch,test_frame_mae_epoch,test_pcc_epoch,test_ssim_epoch,test_psnr_epoch,test_rmse_epoch,test_csi_16_epoch,test_csi_74_epoch,test_csi_133_epoch,test_csi_160_epoch,test_csi_181_epoch,test_csi_219_epoch,test_csi_avg_epoch,test_pod_16_epoch,test_pod_74_epoch,test_pod_133_epoch,test_pod_160_epoch,test_pod_181_epoch,test_pod_219_epoch,test_pod_avg_epoch,test_sucr_16_epoch,test_sucr_74_epoch,test_sucr_133_epoch,test_sucr_160_epoch,test_sucr_181_epoch,test_sucr_219_epoch,test_sucr_avg_epoch,test_bias_16_epoch,test_bias_74_epoch,test_bias_133_epoch,test_bias_160_epoch,test_bias_181_epoch,test_bias_219_epoch,test_bias_avg_epoch,epoch
0.8114703006115352,0.8816701566693679,31.049962169495476,0.028771379962563515,0.000864053494296968,0.009787838906049728,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8002769310346499,0.7105635928975905,25.40413860907645,0.06290432065725327,0.004960465710610151,0.032805826514959335,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.875834594296414,0.5858885971496454,21.8744012714012,0.08270985633134842,0.007157063111662865,0.04816320165991783,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8816986494102741,0.5437897888383837,21.16570117058946,0.08955840021371841,0.008348588831722736,0.05543982610106468,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8922361660650923,0.5940584416381705,22.06879427097918,0.081298828125,0.006979542784392834,0.04801325500011444,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9108686461633017,0.582935496874233,21.64166344115655,0.08588240295648575,0.007846777327358723,0.05487935617566109,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7169431055481312,0.9020705521832616,44.931440968797354,0.005685696844011545,3.253156319260597e-05,0.004122596699744463,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8159280433350764,0.7311438030824352,33.29032927712142,0.046213775873184204,0.0040440806187689304,0.03202951326966286,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9090783504189414,0.6029908297218766,22.03075975179658,0.08240330219268799,0.007267726585268974,0.055107083171606064,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7066717873251078,0.9088512301935285,45.14740735241978,0.005620731506496668,3.260658559156582e-05,0.003934247884899378,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7945362984798806,0.8086380541906207,35.177871908118874,0.032039206475019455,0.0018631634302437305,0.023787247017025948,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
