lr-AdamW/pg1,lr-AdamW/pg2,step,train_loss,epoch,valid_frame_mse_step,valid_frame_mae_step,valid_frame_mse_epoch,valid_frame_mae_epoch,valid_loss_epoch,valid_csi_16_epoch,valid_csi_74_epoch,valid_csi_133_epoch,valid_csi_160_epoch,valid_csi_181_epoch,valid_csi_219_epoch,valid_csi_avg_epoch,valid_pod_16_epoch,valid_pod_74_epoch,valid_pod_133_epoch,valid_pod_160_epoch,valid_pod_181_epoch,valid_pod_219_epoch,valid_pod_avg_epoch,valid_sucr_16_epoch,valid_sucr_74_epoch,valid_sucr_133_epoch,valid_sucr_160_epoch,valid_sucr_181_epoch,valid_sucr_219_epoch,valid_sucr_avg_epoch,valid_bias_16_epoch,valid_bias_74_epoch,valid_bias_133_epoch,valid_bias_160_epoch,valid_bias_181_epoch,valid_bias_219_epoch,valid_bias_avg_epoch
9.941776102387256e-05,9.941776102387256e-05,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.941776102387256e-05,9.941776102387256e-05,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.941776102387256e-05,9.941776102387256e-05,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.941776102387256e-05,9.941776102387256e-05,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.941776102387256e-05,9.941776102387256e-05,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.941776102387256e-05,9.941776102387256e-05,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.941776102387256e-05,9.941776102387256e-05,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.941776102387256e-05,9.941776102387256e-05,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.941776102387256e-05,9.941776102387256e-05,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.941776102387256e-05,9.941776102387256e-05,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,0.023153940215706825,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.928151472186806e-05,9.928151472186806e-05,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.928151472186806e-05,9.928151472186806e-05,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.928151472186806e-05,9.928151472186806e-05,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.928151472186806e-05,9.928151472186806e-05,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.928151472186806e-05,9.928151472186806e-05,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.928151472186806e-05,9.928151472186806e-05,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.928151472186806e-05,9.928151472186806e-05,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.928151472186806e-05,9.928151472186806e-05,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.928151472186806e-05,9.928151472186806e-05,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.928151472186806e-05,9.928151472186806e-05,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.928151472186806e-05,9.928151472186806e-05,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.928151472186806e-05,9.928151472186806e-05,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.928151472186806e-05,9.928151472186806e-05,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.928151472186806e-05,9.928151472186806e-05,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.928151472186806e-05,9.928151472186806e-05,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.928151472186806e-05,9.928151472186806e-05,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
