test_pcc_step_frame_0,test_pcc_step_frame_1,test_pcc_step_frame_2,test_pcc_step_frame_3,test_pcc_step_frame_4,test_pcc_step_frame_5,test_pcc_step_frame_6,test_pcc_step_frame_7,test_pcc_step_frame_8,test_pcc_step_frame_9,test_pcc_step_frame_10,test_pcc_step_frame_11,test_ssim_step_frame_0,test_ssim_step_frame_1,test_ssim_step_frame_2,test_ssim_step_frame_3,test_ssim_step_frame_4,test_ssim_step_frame_5,test_ssim_step_frame_6,test_ssim_step_frame_7,test_ssim_step_frame_8,test_ssim_step_frame_9,test_ssim_step_frame_10,test_ssim_step_frame_11,test_psnr_step_frame_0,test_psnr_step_frame_1,test_psnr_step_frame_2,test_psnr_step_frame_3,test_psnr_step_frame_4,test_psnr_step_frame_5,test_psnr_step_frame_6,test_psnr_step_frame_7,test_psnr_step_frame_8,test_psnr_step_frame_9,test_psnr_step_frame_10,test_psnr_step_frame_11,test_rmse_step_frame_0,test_rmse_step_frame_1,test_rmse_step_frame_2,test_rmse_step_frame_3,test_rmse_step_frame_4,test_rmse_step_frame_5,test_rmse_step_frame_6,test_rmse_step_frame_7,test_rmse_step_frame_8,test_rmse_step_frame_9,test_rmse_step_frame_10,test_rmse_step_frame_11,test_frame_mse_step,test_frame_mae_step,step
0.9646865725517273,0.9513669013977051,0.9340440034866333,0.913102388381958,0.8986642360687256,0.878818929195404,0.853986918926239,0.8319673538208008,0.8004365563392639,0.7917613387107849,0.7824857234954834,0.7724229097366333,0.935121476650238,0.9200610518455505,0.9005982279777527,0.8858850002288818,0.8768837451934814,0.8697031140327454,0.8590524792671204,0.8524150848388672,0.8410761952400208,0.8354784250259399,0.8291692733764648,0.8228762745857239,33.966552734375,33.094947814941406,32.142242431640625,31.28441619873047,30.971040725708008,30.513687133789062,30.08450698852539,29.728618621826172,29.283552169799805,29.419994354248047,29.542545318603516,29.660085678100586,0.020029600709676743,0.02214382402598858,0.024710863828659058,0.027275903150439262,0.02827795036137104,0.029806822538375854,0.0313166007399559,0.03262639790773392,0.03434174880385399,0.033806513994932175,0.03333286941051483,0.032884836196899414,0.0008745137020014226,0.01106820534914732,0
0.959394097328186,0.937961220741272,0.9089615941047668,0.8513514399528503,0.8081129789352417,0.767151951789856,0.7369619607925415,0.7080089449882507,0.6663045287132263,0.6134530901908875,0.5876964330673218,0.5561652779579163,0.953194797039032,0.9436702728271484,0.9317077398300171,0.9171858429908752,0.9089398384094238,0.8997026681900024,0.8871220946311951,0.876990795135498,0.8661413192749023,0.8553448915481567,0.8491536378860474,0.8423335552215576,36.69056701660156,35.36372756958008,33.97331237792969,31.99609375,31.050931930541992,30.257131576538086,29.903148651123047,29.768795013427734,29.571388244628906,29.090091705322266,28.932254791259766,28.907318115234375,0.014637656509876251,0.017053501680493355,0.020014025270938873,0.02513016201555729,0.028019046410918236,0.030700355768203735,0.03197735920548439,0.032475829124450684,0.033222369849681854,0.03511521965265274,0.03575915843248367,0.03586196526885033,0.0008536317618563771,0.008508543483912945,1
0.9431476593017578,0.8953498005867004,0.8583453893661499,0.7956335544586182,0.7664985656738281,0.7052017450332642,0.6678630113601685,0.6307863593101501,0.6012976169586182,0.5483218431472778,0.5166997313499451,0.5084523558616638,0.9549369215965271,0.9438989758491516,0.9330135583877563,0.9203716516494751,0.9061987400054932,0.8951873779296875,0.8864879012107849,0.875342607498169,0.8687610030174255,0.8587404489517212,0.8496383428573608,0.8389815092086792,36.935791015625,34.65577697753906,33.46139144897461,31.641435623168945,30.96381950378418,29.200407028198242,28.513486862182617,27.644962310791016,27.387897491455078,26.03226089477539,25.428813934326172,25.319372177124023,0.014230179600417614,0.018501676619052887,0.02122904732823372,0.026177501305937767,0.02830147184431553,0.03467205911874771,0.03752542659640312,0.041471708565950394,0.042717430740594864,0.049932923167943954,0.05352531746029854,0.05420400947332382,0.0014110867632552981,0.009260891936719418,2
0.9711573123931885,0.9506151676177979,0.9340643286705017,0.922483503818512,0.9104097485542297,0.8997278809547424,0.8916992545127869,0.8843200206756592,0.8673780560493469,0.8584735989570618,0.8410720229148865,0.8376977443695068,0.726777970790863,0.650027334690094,0.6035696864128113,0.5663607716560364,0.5431978702545166,0.5161626935005188,0.4943365156650543,0.47411391139030457,0.4516514241695404,0.4425908923149109,0.4292944669723511,0.4238109588623047,25.655879974365234,23.38275909423828,22.21492576599121,21.61517906188965,21.090463638305664,20.68897819519043,20.41936683654785,20.208763122558594,19.69110107421875,19.457521438598633,19.0522518157959,19.037466049194336,0.05214419588446617,0.06774263083934784,0.07749143242835999,0.08303114026784897,0.08820167928934097,0.092374287545681,0.09528656303882599,0.09762517362833023,0.10362032055854797,0.10644467175006866,0.1115289106965065,0.11171890050172806,0.008509780280292034,0.0563507154583931,3
0.9723215699195862,0.9555520415306091,0.9357600808143616,0.9207049012184143,0.9006301760673523,0.8828865885734558,0.8622483015060425,0.8423373699188232,0.8207093477249146,0.8111580610275269,0.7913166284561157,0.77950519323349,0.754817545413971,0.6815407872200012,0.6323596239089966,0.6105906963348389,0.5836726427078247,0.5624200701713562,0.5415846109390259,0.5269860029220581,0.513495922088623,0.5063535571098328,0.49310076236724854,0.48002856969833374,26.279804229736328,24.438560485839844,22.868595123291016,22.11522102355957,21.172607421875,20.633604049682617,20.2921199798584,19.835559844970703,19.52369499206543,19.481212615966797,19.350093841552734,19.227346420288086,0.04852994531393051,0.05998905375599861,0.071873739361763,0.07838607579469681,0.08737146854400635,0.09296507388353348,0.0966927707195282,0.10191122442483902,0.10563679784536362,0.10615472495555878,0.10776935517787933,0.10930315405130386,0.008272089995443821,0.05277270823717117,4
0.9641905426979065,0.9464839100837708,0.9241710305213928,0.9002679586410522,0.8873168230056763,0.8801098465919495,0.8725109696388245,0.8580813407897949,0.8435526490211487,0.8360421061515808,0.8244969844818115,0.8076793551445007,0.7769665122032166,0.719829797744751,0.6672989726066589,0.6279652118682861,0.6055946946144104,0.585946261882782,0.5704828500747681,0.5534111261367798,0.5375809073448181,0.522340714931488,0.5113632678985596,0.49554237723350525,26.509662628173828,25.082639694213867,23.778907775878906,22.75286293029785,22.32236099243164,22.138282775878906,21.84573745727539,21.483251571655273,21.135467529296875,21.006547927856445,20.964832305908203,20.74686050415039,0.0472625270485878,0.05570165067911148,0.06472241133451462,0.07283779233694077,0.07653885334730148,0.07817823439836502,0.08085616677999496,0.0843019112944603,0.08774586766958237,0.08905793726444244,0.08948667347431183,0.09176076203584671,0.00604198919609189,0.043553855270147324,5
0.9697291254997253,0.9464874267578125,0.9291918277740479,0.9169100522994995,0.9059703350067139,0.8965919017791748,0.887123167514801,0.8803833723068237,0.858863353729248,0.8469546437263489,0.8268032670021057,0.8190626502037048,0.7172003984451294,0.6389074921607971,0.5929224491119385,0.5549600124359131,0.5333012938499451,0.5084042549133301,0.48536956310272217,0.46670520305633545,0.4430542290210724,0.4353189468383789,0.42184174060821533,0.41870686411857605,25.5858211517334,23.19341278076172,22.08523941040039,21.51325798034668,21.09551429748535,20.77133560180664,20.450660705566406,20.253786087036133,19.606067657470703,19.300609588623047,18.87116050720215,18.76801300048828,0.05256648361682892,0.06923559308052063,0.0786571130156517,0.08401118963956833,0.08815041184425354,0.09150256216526031,0.09494387358427048,0.09712044894695282,0.10463973134756088,0.10838508605957031,0.11387855559587479,0.1152389645576477,0.0086947251111269,0.05808513984084129,6
0.9716200828552246,0.9541496634483337,0.9325382709503174,0.9169827699661255,0.8989523649215698,0.8819725513458252,0.8635649681091309,0.8456161618232727,0.8261673450469971,0.8142168521881104,0.7922462821006775,0.7787063121795654,0.750562310218811,0.6813103556632996,0.6318080425262451,0.6059442758560181,0.5800026655197144,0.5604214072227478,0.5359882116317749,0.5198440551757812,0.5074297785758972,0.49804091453552246,0.48741745948791504,0.47542959451675415,26.22614288330078,24.37809944152832,22.788618087768555,22.072668075561523,21.294511795043945,20.8098201751709,20.486112594604492,20.105480194091797,19.8344783782959,19.701234817504883,19.467037200927734,19.319154739379883,0.04883068799972534,0.060408081859350204,0.0725385919213295,0.07877103239297867,0.0861537903547287,0.09109804034233093,0.09455714374780655,0.09879297018051147,0.10192392021417618,0.10349949449300766,0.10632812231779099,0.10815392434597015,0.00800219178199768,0.05279385298490524,7
0.9629644751548767,0.9445555806159973,0.9217583537101746,0.8977386951446533,0.8848949074745178,0.8748257160186768,0.8631172776222229,0.8440853953361511,0.823742687702179,0.8069584369659424,0.7909047603607178,0.7766090631484985,0.7783101201057434,0.7212697267532349,0.66983962059021,0.6272923946380615,0.6071369647979736,0.5891543030738831,0.5756150484085083,0.5619266629219055,0.5466663837432861,0.5322021245956421,0.5219203233718872,0.5119486451148987,26.625804901123047,25.17835235595703,23.90256118774414,22.914186477661133,22.53697967529297,22.314924240112305,21.921337127685547,21.490102767944336,21.072866439819336,20.79922866821289,20.769466400146484,20.681854248046875,0.04663476720452309,0.055091217160224915,0.06380753219127655,0.07149747014045715,0.07467083632946014,0.07660441100597382,0.08015546947717667,0.08423543721437454,0.08838055282831192,0.09120917320251465,0.09152226150035858,0.09245007485151291,0.0060342662036418915,0.04299474507570267,8
0.9833453297615051,0.968665599822998,0.9563415050506592,0.9452370405197144,0.9372503757476807,0.9287497401237488,0.9132906794548035,0.9011527299880981,0.886853039264679,0.8750158548355103,0.8675498962402344,0.8580854535102844,0.7616757750511169,0.7010853886604309,0.6687266826629639,0.6241428256034851,0.5925130248069763,0.5680795311927795,0.5432443022727966,0.5261677503585815,0.515108048915863,0.5151660442352295,0.5030099153518677,0.49483636021614075,27.414955139160156,24.88298988342285,23.53932762145996,22.590145111083984,22.027589797973633,21.495912551879883,20.667192459106445,20.11688995361328,19.577903747558594,19.2269229888916,19.06479835510254,18.840534210205078,0.04258456453680992,0.05699680745601654,0.06653246283531189,0.07421517372131348,0.07918091863393784,0.08417912572622299,0.09260626137256622,0.09866325557231903,0.10497956722974777,0.10930848121643066,0.11136791855096817,0.11428079754114151,0.007924551144242287,0.05303187668323517,9
