lr-AdamW/pg1,lr-AdamW/pg2,step,train_loss,epoch
3.1390134529147986e-06,3.1390134529147986e-06,7,,
3.1390134529147986e-06,3.1390134529147986e-06,7,,
3.1390134529147986e-06,3.1390134529147986e-06,7,,
3.1390134529147986e-06,3.1390134529147986e-06,7,,
3.1390134529147986e-06,3.1390134529147986e-06,7,,
3.1390134529147986e-06,3.1390134529147986e-06,7,,
3.1390134529147986e-06,3.1390134529147986e-06,7,,
3.1390134529147986e-06,3.1390134529147986e-06,7,,
3.1390134529147986e-06,3.1390134529147986e-06,7,,
3.1390134529147986e-06,3.1390134529147986e-06,7,,
3.1390134529147986e-06,3.1390134529147986e-06,7,,
3.1390134529147986e-06,3.1390134529147986e-06,7,,
3.1390134529147986e-06,3.1390134529147986e-06,7,,
3.1390134529147986e-06,3.1390134529147986e-06,7,,
3.1390134529147986e-06,3.1390134529147986e-06,7,,
3.1390134529147986e-06,3.1390134529147986e-06,7,,
,,7,0.09026675671339035,0
3.587443946188341e-06,3.587443946188341e-06,8,,
3.587443946188341e-06,3.587443946188341e-06,8,,
3.587443946188341e-06,3.587443946188341e-06,8,,
3.587443946188341e-06,3.587443946188341e-06,8,,
3.587443946188341e-06,3.587443946188341e-06,8,,
3.587443946188341e-06,3.587443946188341e-06,8,,
3.587443946188341e-06,3.587443946188341e-06,8,,
3.587443946188341e-06,3.587443946188341e-06,8,,
3.587443946188341e-06,3.587443946188341e-06,8,,
3.587443946188341e-06,3.587443946188341e-06,8,,
3.587443946188341e-06,3.587443946188341e-06,8,,
3.587443946188341e-06,3.587443946188341e-06,8,,
3.587443946188341e-06,3.587443946188341e-06,8,,
3.587443946188341e-06,3.587443946188341e-06,8,,
3.587443946188341e-06,3.587443946188341e-06,8,,
3.587443946188341e-06,3.587443946188341e-06,8,,
,,8,0.07673101872205734,0
4.0358744394618836e-06,4.0358744394618836e-06,9,,
4.0358744394618836e-06,4.0358744394618836e-06,9,,
4.0358744394618836e-06,4.0358744394618836e-06,9,,
4.0358744394618836e-06,4.0358744394618836e-06,9,,
4.0358744394618836e-06,4.0358744394618836e-06,9,,
4.0358744394618836e-06,4.0358744394618836e-06,9,,
4.0358744394618836e-06,4.0358744394618836e-06,9,,
4.0358744394618836e-06,4.0358744394618836e-06,9,,
4.0358744394618836e-06,4.0358744394618836e-06,9,,
4.0358744394618836e-06,4.0358744394618836e-06,9,,
4.0358744394618836e-06,4.0358744394618836e-06,9,,
4.0358744394618836e-06,4.0358744394618836e-06,9,,
4.0358744394618836e-06,4.0358744394618836e-06,9,,
4.0358744394618836e-06,4.0358744394618836e-06,9,,
4.0358744394618836e-06,4.0358744394618836e-06,9,,
4.0358744394618836e-06,4.0358744394618836e-06,9,,
,,9,0.07742548733949661,0
4.484304932735426e-06,4.484304932735426e-06,10,,
4.484304932735426e-06,4.484304932735426e-06,10,,
4.484304932735426e-06,4.484304932735426e-06,10,,
4.484304932735426e-06,4.484304932735426e-06,10,,
4.484304932735426e-06,4.484304932735426e-06,10,,
4.484304932735426e-06,4.484304932735426e-06,10,,
4.484304932735426e-06,4.484304932735426e-06,10,,
4.484304932735426e-06,4.484304932735426e-06,10,,
4.484304932735426e-06,4.484304932735426e-06,10,,
4.484304932735426e-06,4.484304932735426e-06,10,,
4.484304932735426e-06,4.484304932735426e-06,10,,
4.484304932735426e-06,4.484304932735426e-06,10,,
4.484304932735426e-06,4.484304932735426e-06,10,,
4.484304932735426e-06,4.484304932735426e-06,10,,
4.484304932735426e-06,4.484304932735426e-06,10,,
4.484304932735426e-06,4.484304932735426e-06,10,,
,,10,0.07087721675634384,0
4.932735426008968e-06,4.932735426008968e-06,11,,
4.932735426008968e-06,4.932735426008968e-06,11,,
4.932735426008968e-06,4.932735426008968e-06,11,,
4.932735426008968e-06,4.932735426008968e-06,11,,
4.932735426008968e-06,4.932735426008968e-06,11,,
4.932735426008968e-06,4.932735426008968e-06,11,,
4.932735426008968e-06,4.932735426008968e-06,11,,
4.932735426008968e-06,4.932735426008968e-06,11,,
4.932735426008968e-06,4.932735426008968e-06,11,,
4.932735426008968e-06,4.932735426008968e-06,11,,
4.932735426008968e-06,4.932735426008968e-06,11,,
4.932735426008968e-06,4.932735426008968e-06,11,,
4.932735426008968e-06,4.932735426008968e-06,11,,
4.932735426008968e-06,4.932735426008968e-06,11,,
4.932735426008968e-06,4.932735426008968e-06,11,,
4.932735426008968e-06,4.932735426008968e-06,11,,
,,11,0.06376070529222488,0
5.381165919282512e-06,5.381165919282512e-06,12,,
5.381165919282512e-06,5.381165919282512e-06,12,,
5.381165919282512e-06,5.381165919282512e-06,12,,
5.381165919282512e-06,5.381165919282512e-06,12,,
5.381165919282512e-06,5.381165919282512e-06,12,,
5.381165919282512e-06,5.381165919282512e-06,12,,
5.381165919282512e-06,5.381165919282512e-06,12,,
5.381165919282512e-06,5.381165919282512e-06,12,,
5.381165919282512e-06,5.381165919282512e-06,12,,
5.381165919282512e-06,5.381165919282512e-06,12,,
5.381165919282512e-06,5.381165919282512e-06,12,,
5.381165919282512e-06,5.381165919282512e-06,12,,
5.381165919282512e-06,5.381165919282512e-06,12,,
5.381165919282512e-06,5.381165919282512e-06,12,,
5.381165919282512e-06,5.381165919282512e-06,12,,
5.381165919282512e-06,5.381165919282512e-06,12,,
,,12,0.05768769234418869,0
5.8295964125560544e-06,5.8295964125560544e-06,13,,
5.8295964125560544e-06,5.8295964125560544e-06,13,,
5.8295964125560544e-06,5.8295964125560544e-06,13,,
5.8295964125560544e-06,5.8295964125560544e-06,13,,
5.8295964125560544e-06,5.8295964125560544e-06,13,,
5.8295964125560544e-06,5.8295964125560544e-06,13,,
5.8295964125560544e-06,5.8295964125560544e-06,13,,
5.8295964125560544e-06,5.8295964125560544e-06,13,,
5.8295964125560544e-06,5.8295964125560544e-06,13,,
5.8295964125560544e-06,5.8295964125560544e-06,13,,
5.8295964125560544e-06,5.8295964125560544e-06,13,,
5.8295964125560544e-06,5.8295964125560544e-06,13,,
5.8295964125560544e-06,5.8295964125560544e-06,13,,
5.8295964125560544e-06,5.8295964125560544e-06,13,,
5.8295964125560544e-06,5.8295964125560544e-06,13,,
5.8295964125560544e-06,5.8295964125560544e-06,13,,
,,13,0.05004272609949112,0
6.278026905829597e-06,6.278026905829597e-06,14,,
6.278026905829597e-06,6.278026905829597e-06,14,,
6.278026905829597e-06,6.278026905829597e-06,14,,
6.278026905829597e-06,6.278026905829597e-06,14,,
6.278026905829597e-06,6.278026905829597e-06,14,,
6.278026905829597e-06,6.278026905829597e-06,14,,
6.278026905829597e-06,6.278026905829597e-06,14,,
6.278026905829597e-06,6.278026905829597e-06,14,,
6.278026905829597e-06,6.278026905829597e-06,14,,
6.278026905829597e-06,6.278026905829597e-06,14,,
6.278026905829597e-06,6.278026905829597e-06,14,,
6.278026905829597e-06,6.278026905829597e-06,14,,
6.278026905829597e-06,6.278026905829597e-06,14,,
6.278026905829597e-06,6.278026905829597e-06,14,,
6.278026905829597e-06,6.278026905829597e-06,14,,
6.278026905829597e-06,6.278026905829597e-06,14,,
,,14,0.050962094217538834,0
6.726457399103139e-06,6.726457399103139e-06,15,,
6.726457399103139e-06,6.726457399103139e-06,15,,
6.726457399103139e-06,6.726457399103139e-06,15,,
6.726457399103139e-06,6.726457399103139e-06,15,,
6.726457399103139e-06,6.726457399103139e-06,15,,
6.726457399103139e-06,6.726457399103139e-06,15,,
6.726457399103139e-06,6.726457399103139e-06,15,,
6.726457399103139e-06,6.726457399103139e-06,15,,
6.726457399103139e-06,6.726457399103139e-06,15,,
6.726457399103139e-06,6.726457399103139e-06,15,,
6.726457399103139e-06,6.726457399103139e-06,15,,
6.726457399103139e-06,6.726457399103139e-06,15,,
6.726457399103139e-06,6.726457399103139e-06,15,,
6.726457399103139e-06,6.726457399103139e-06,15,,
6.726457399103139e-06,6.726457399103139e-06,15,,
6.726457399103139e-06,6.726457399103139e-06,15,,
,,15,0.04352425038814545,0
7.174887892376682e-06,7.174887892376682e-06,16,,
7.174887892376682e-06,7.174887892376682e-06,16,,
7.174887892376682e-06,7.174887892376682e-06,16,,
7.174887892376682e-06,7.174887892376682e-06,16,,
7.174887892376682e-06,7.174887892376682e-06,16,,
7.174887892376682e-06,7.174887892376682e-06,16,,
7.174887892376682e-06,7.174887892376682e-06,16,,
7.174887892376682e-06,7.174887892376682e-06,16,,
7.174887892376682e-06,7.174887892376682e-06,16,,
7.174887892376682e-06,7.174887892376682e-06,16,,
7.174887892376682e-06,7.174887892376682e-06,16,,
7.174887892376682e-06,7.174887892376682e-06,16,,
7.174887892376682e-06,7.174887892376682e-06,16,,
7.174887892376682e-06,7.174887892376682e-06,16,,
7.174887892376682e-06,7.174887892376682e-06,16,,
7.174887892376682e-06,7.174887892376682e-06,16,,
,,16,0.034616660326719284,0
7.6233183856502244e-06,7.6233183856502244e-06,17,,
7.6233183856502244e-06,7.6233183856502244e-06,17,,
7.6233183856502244e-06,7.6233183856502244e-06,17,,
7.6233183856502244e-06,7.6233183856502244e-06,17,,
7.6233183856502244e-06,7.6233183856502244e-06,17,,
7.6233183856502244e-06,7.6233183856502244e-06,17,,
7.6233183856502244e-06,7.6233183856502244e-06,17,,
7.6233183856502244e-06,7.6233183856502244e-06,17,,
7.6233183856502244e-06,7.6233183856502244e-06,17,,
7.6233183856502244e-06,7.6233183856502244e-06,17,,
7.6233183856502244e-06,7.6233183856502244e-06,17,,
7.6233183856502244e-06,7.6233183856502244e-06,17,,
7.6233183856502244e-06,7.6233183856502244e-06,17,,
7.6233183856502244e-06,7.6233183856502244e-06,17,,
7.6233183856502244e-06,7.6233183856502244e-06,17,,
7.6233183856502244e-06,7.6233183856502244e-06,17,,
,,17,0.032411761581897736,0
8.071748878923767e-06,8.071748878923767e-06,18,,
8.071748878923767e-06,8.071748878923767e-06,18,,
8.071748878923767e-06,8.071748878923767e-06,18,,
8.071748878923767e-06,8.071748878923767e-06,18,,
8.071748878923767e-06,8.071748878923767e-06,18,,
8.071748878923767e-06,8.071748878923767e-06,18,,
8.071748878923767e-06,8.071748878923767e-06,18,,
8.071748878923767e-06,8.071748878923767e-06,18,,
8.071748878923767e-06,8.071748878923767e-06,18,,
8.071748878923767e-06,8.071748878923767e-06,18,,
8.071748878923767e-06,8.071748878923767e-06,18,,
8.071748878923767e-06,8.071748878923767e-06,18,,
8.071748878923767e-06,8.071748878923767e-06,18,,
8.071748878923767e-06,8.071748878923767e-06,18,,
8.071748878923767e-06,8.071748878923767e-06,18,,
8.071748878923767e-06,8.071748878923767e-06,18,,
,,18,0.029490040615200996,0
8.52017937219731e-06,8.52017937219731e-06,19,,
8.52017937219731e-06,8.52017937219731e-06,19,,
8.52017937219731e-06,8.52017937219731e-06,19,,
8.52017937219731e-06,8.52017937219731e-06,19,,
8.52017937219731e-06,8.52017937219731e-06,19,,
8.52017937219731e-06,8.52017937219731e-06,19,,
8.52017937219731e-06,8.52017937219731e-06,19,,
8.52017937219731e-06,8.52017937219731e-06,19,,
8.52017937219731e-06,8.52017937219731e-06,19,,
8.52017937219731e-06,8.52017937219731e-06,19,,
8.52017937219731e-06,8.52017937219731e-06,19,,
8.52017937219731e-06,8.52017937219731e-06,19,,
8.52017937219731e-06,8.52017937219731e-06,19,,
8.52017937219731e-06,8.52017937219731e-06,19,,
8.52017937219731e-06,8.52017937219731e-06,19,,
8.52017937219731e-06,8.52017937219731e-06,19,,
,,19,0.03520361706614494,0
8.968609865470853e-06,8.968609865470853e-06,20,,
8.968609865470853e-06,8.968609865470853e-06,20,,
8.968609865470853e-06,8.968609865470853e-06,20,,
8.968609865470853e-06,8.968609865470853e-06,20,,
8.968609865470853e-06,8.968609865470853e-06,20,,
8.968609865470853e-06,8.968609865470853e-06,20,,
8.968609865470853e-06,8.968609865470853e-06,20,,
8.968609865470853e-06,8.968609865470853e-06,20,,
8.968609865470853e-06,8.968609865470853e-06,20,,
8.968609865470853e-06,8.968609865470853e-06,20,,
8.968609865470853e-06,8.968609865470853e-06,20,,
8.968609865470853e-06,8.968609865470853e-06,20,,
8.968609865470853e-06,8.968609865470853e-06,20,,
8.968609865470853e-06,8.968609865470853e-06,20,,
8.968609865470853e-06,8.968609865470853e-06,20,,
8.968609865470853e-06,8.968609865470853e-06,20,,
,,20,0.036570847034454346,0
9.417040358744395e-06,9.417040358744395e-06,21,,
9.417040358744395e-06,9.417040358744395e-06,21,,
9.417040358744395e-06,9.417040358744395e-06,21,,
9.417040358744395e-06,9.417040358744395e-06,21,,
9.417040358744395e-06,9.417040358744395e-06,21,,
9.417040358744395e-06,9.417040358744395e-06,21,,
9.417040358744395e-06,9.417040358744395e-06,21,,
9.417040358744395e-06,9.417040358744395e-06,21,,
9.417040358744395e-06,9.417040358744395e-06,21,,
9.417040358744395e-06,9.417040358744395e-06,21,,
9.417040358744395e-06,9.417040358744395e-06,21,,
9.417040358744395e-06,9.417040358744395e-06,21,,
9.417040358744395e-06,9.417040358744395e-06,21,,
9.417040358744395e-06,9.417040358744395e-06,21,,
9.417040358744395e-06,9.417040358744395e-06,21,,
9.417040358744395e-06,9.417040358744395e-06,21,,
,,21,0.0330614298582077,0
9.865470852017936e-06,9.865470852017936e-06,22,,
9.865470852017936e-06,9.865470852017936e-06,22,,
9.865470852017936e-06,9.865470852017936e-06,22,,
9.865470852017936e-06,9.865470852017936e-06,22,,
9.865470852017936e-06,9.865470852017936e-06,22,,
9.865470852017936e-06,9.865470852017936e-06,22,,
9.865470852017936e-06,9.865470852017936e-06,22,,
9.865470852017936e-06,9.865470852017936e-06,22,,
9.865470852017936e-06,9.865470852017936e-06,22,,
9.865470852017936e-06,9.865470852017936e-06,22,,
9.865470852017936e-06,9.865470852017936e-06,22,,
9.865470852017936e-06,9.865470852017936e-06,22,,
9.865470852017936e-06,9.865470852017936e-06,22,,
9.865470852017936e-06,9.865470852017936e-06,22,,
9.865470852017936e-06,9.865470852017936e-06,22,,
9.865470852017936e-06,9.865470852017936e-06,22,,
,,22,0.031016647815704346,0
1.031390134529148e-05,1.031390134529148e-05,23,,
1.031390134529148e-05,1.031390134529148e-05,23,,
1.031390134529148e-05,1.031390134529148e-05,23,,
1.031390134529148e-05,1.031390134529148e-05,23,,
1.031390134529148e-05,1.031390134529148e-05,23,,
1.031390134529148e-05,1.031390134529148e-05,23,,
1.031390134529148e-05,1.031390134529148e-05,23,,
1.031390134529148e-05,1.031390134529148e-05,23,,
1.031390134529148e-05,1.031390134529148e-05,23,,
1.031390134529148e-05,1.031390134529148e-05,23,,
1.031390134529148e-05,1.031390134529148e-05,23,,
1.031390134529148e-05,1.031390134529148e-05,23,,
1.031390134529148e-05,1.031390134529148e-05,23,,
1.031390134529148e-05,1.031390134529148e-05,23,,
1.031390134529148e-05,1.031390134529148e-05,23,,
1.031390134529148e-05,1.031390134529148e-05,23,,
,,23,0.029783429577946663,0
1.0762331838565023e-05,1.0762331838565023e-05,24,,
1.0762331838565023e-05,1.0762331838565023e-05,24,,
1.0762331838565023e-05,1.0762331838565023e-05,24,,
1.0762331838565023e-05,1.0762331838565023e-05,24,,
1.0762331838565023e-05,1.0762331838565023e-05,24,,
1.0762331838565023e-05,1.0762331838565023e-05,24,,
1.0762331838565023e-05,1.0762331838565023e-05,24,,
1.0762331838565023e-05,1.0762331838565023e-05,24,,
1.0762331838565023e-05,1.0762331838565023e-05,24,,
1.0762331838565023e-05,1.0762331838565023e-05,24,,
1.0762331838565023e-05,1.0762331838565023e-05,24,,
1.0762331838565023e-05,1.0762331838565023e-05,24,,
1.0762331838565023e-05,1.0762331838565023e-05,24,,
1.0762331838565023e-05,1.0762331838565023e-05,24,,
1.0762331838565023e-05,1.0762331838565023e-05,24,,
1.0762331838565023e-05,1.0762331838565023e-05,24,,
,,24,0.018971512094140053,0
1.1210762331838566e-05,1.1210762331838566e-05,25,,
1.1210762331838566e-05,1.1210762331838566e-05,25,,
1.1210762331838566e-05,1.1210762331838566e-05,25,,
1.1210762331838566e-05,1.1210762331838566e-05,25,,
1.1210762331838566e-05,1.1210762331838566e-05,25,,
1.1210762331838566e-05,1.1210762331838566e-05,25,,
1.1210762331838566e-05,1.1210762331838566e-05,25,,
1.1210762331838566e-05,1.1210762331838566e-05,25,,
1.1210762331838566e-05,1.1210762331838566e-05,25,,
1.1210762331838566e-05,1.1210762331838566e-05,25,,
1.1210762331838566e-05,1.1210762331838566e-05,25,,
1.1210762331838566e-05,1.1210762331838566e-05,25,,
1.1210762331838566e-05,1.1210762331838566e-05,25,,
1.1210762331838566e-05,1.1210762331838566e-05,25,,
1.1210762331838566e-05,1.1210762331838566e-05,25,,
1.1210762331838566e-05,1.1210762331838566e-05,25,,
,,25,0.020336857065558434,0
1.1659192825112109e-05,1.1659192825112109e-05,26,,
1.1659192825112109e-05,1.1659192825112109e-05,26,,
1.1659192825112109e-05,1.1659192825112109e-05,26,,
1.1659192825112109e-05,1.1659192825112109e-05,26,,
1.1659192825112109e-05,1.1659192825112109e-05,26,,
1.1659192825112109e-05,1.1659192825112109e-05,26,,
1.1659192825112109e-05,1.1659192825112109e-05,26,,
1.1659192825112109e-05,1.1659192825112109e-05,26,,
1.1659192825112109e-05,1.1659192825112109e-05,26,,
1.1659192825112109e-05,1.1659192825112109e-05,26,,
1.1659192825112109e-05,1.1659192825112109e-05,26,,
1.1659192825112109e-05,1.1659192825112109e-05,26,,
1.1659192825112109e-05,1.1659192825112109e-05,26,,
1.1659192825112109e-05,1.1659192825112109e-05,26,,
1.1659192825112109e-05,1.1659192825112109e-05,26,,
1.1659192825112109e-05,1.1659192825112109e-05,26,,
,,26,0.02057061344385147,0
1.2107623318385652e-05,1.2107623318385652e-05,27,,
1.2107623318385652e-05,1.2107623318385652e-05,27,,
1.2107623318385652e-05,1.2107623318385652e-05,27,,
1.2107623318385652e-05,1.2107623318385652e-05,27,,
1.2107623318385652e-05,1.2107623318385652e-05,27,,
1.2107623318385652e-05,1.2107623318385652e-05,27,,
1.2107623318385652e-05,1.2107623318385652e-05,27,,
1.2107623318385652e-05,1.2107623318385652e-05,27,,
1.2107623318385652e-05,1.2107623318385652e-05,27,,
1.2107623318385652e-05,1.2107623318385652e-05,27,,
1.2107623318385652e-05,1.2107623318385652e-05,27,,
1.2107623318385652e-05,1.2107623318385652e-05,27,,
1.2107623318385652e-05,1.2107623318385652e-05,27,,
1.2107623318385652e-05,1.2107623318385652e-05,27,,
1.2107623318385652e-05,1.2107623318385652e-05,27,,
1.2107623318385652e-05,1.2107623318385652e-05,27,,
,,27,0.014444275759160519,0
1.2556053811659194e-05,1.2556053811659194e-05,28,,
1.2556053811659194e-05,1.2556053811659194e-05,28,,
1.2556053811659194e-05,1.2556053811659194e-05,28,,
1.2556053811659194e-05,1.2556053811659194e-05,28,,
1.2556053811659194e-05,1.2556053811659194e-05,28,,
1.2556053811659194e-05,1.2556053811659194e-05,28,,
1.2556053811659194e-05,1.2556053811659194e-05,28,,
1.2556053811659194e-05,1.2556053811659194e-05,28,,
1.2556053811659194e-05,1.2556053811659194e-05,28,,
1.2556053811659194e-05,1.2556053811659194e-05,28,,
1.2556053811659194e-05,1.2556053811659194e-05,28,,
1.2556053811659194e-05,1.2556053811659194e-05,28,,
1.2556053811659194e-05,1.2556053811659194e-05,28,,
1.2556053811659194e-05,1.2556053811659194e-05,28,,
1.2556053811659194e-05,1.2556053811659194e-05,28,,
1.2556053811659194e-05,1.2556053811659194e-05,28,,
,,28,0.023086566478013992,0
1.3004484304932735e-05,1.3004484304932735e-05,29,,
1.3004484304932735e-05,1.3004484304932735e-05,29,,
1.3004484304932735e-05,1.3004484304932735e-05,29,,
1.3004484304932735e-05,1.3004484304932735e-05,29,,
1.3004484304932735e-05,1.3004484304932735e-05,29,,
1.3004484304932735e-05,1.3004484304932735e-05,29,,
1.3004484304932735e-05,1.3004484304932735e-05,29,,
1.3004484304932735e-05,1.3004484304932735e-05,29,,
1.3004484304932735e-05,1.3004484304932735e-05,29,,
1.3004484304932735e-05,1.3004484304932735e-05,29,,
1.3004484304932735e-05,1.3004484304932735e-05,29,,
1.3004484304932735e-05,1.3004484304932735e-05,29,,
1.3004484304932735e-05,1.3004484304932735e-05,29,,
1.3004484304932735e-05,1.3004484304932735e-05,29,,
1.3004484304932735e-05,1.3004484304932735e-05,29,,
1.3004484304932735e-05,1.3004484304932735e-05,29,,
,,29,0.019393132999539375,0
1.3452914798206278e-05,1.3452914798206278e-05,30,,
1.3452914798206278e-05,1.3452914798206278e-05,30,,
1.3452914798206278e-05,1.3452914798206278e-05,30,,
1.3452914798206278e-05,1.3452914798206278e-05,30,,
1.3452914798206278e-05,1.3452914798206278e-05,30,,
1.3452914798206278e-05,1.3452914798206278e-05,30,,
1.3452914798206278e-05,1.3452914798206278e-05,30,,
1.3452914798206278e-05,1.3452914798206278e-05,30,,
1.3452914798206278e-05,1.3452914798206278e-05,30,,
1.3452914798206278e-05,1.3452914798206278e-05,30,,
1.3452914798206278e-05,1.3452914798206278e-05,30,,
1.3452914798206278e-05,1.3452914798206278e-05,30,,
1.3452914798206278e-05,1.3452914798206278e-05,30,,
1.3452914798206278e-05,1.3452914798206278e-05,30,,
1.3452914798206278e-05,1.3452914798206278e-05,30,,
1.3452914798206278e-05,1.3452914798206278e-05,30,,
,,30,0.027063807472586632,0
1.3901345291479822e-05,1.3901345291479822e-05,31,,
1.3901345291479822e-05,1.3901345291479822e-05,31,,
1.3901345291479822e-05,1.3901345291479822e-05,31,,
1.3901345291479822e-05,1.3901345291479822e-05,31,,
1.3901345291479822e-05,1.3901345291479822e-05,31,,
1.3901345291479822e-05,1.3901345291479822e-05,31,,
1.3901345291479822e-05,1.3901345291479822e-05,31,,
1.3901345291479822e-05,1.3901345291479822e-05,31,,
1.3901345291479822e-05,1.3901345291479822e-05,31,,
1.3901345291479822e-05,1.3901345291479822e-05,31,,
1.3901345291479822e-05,1.3901345291479822e-05,31,,
1.3901345291479822e-05,1.3901345291479822e-05,31,,
1.3901345291479822e-05,1.3901345291479822e-05,31,,
1.3901345291479822e-05,1.3901345291479822e-05,31,,
