test_pcc_step,test_ssim_step,test_psnr_step,test_rmse_step,test_frame_mse_step,test_frame_mae_step,step
0.8114703006115352,0.8816701566693679,31.049962169495476,0.028771379962563515,0.000864053494296968,0.009787838906049728,0
0.8002769310346499,0.7105635928975905,25.40413860907645,0.06290432065725327,0.004960465710610151,0.032805826514959335,1
0.875834594296414,0.5858885971496454,21.8744012714012,0.08270985633134842,0.007157063111662865,0.04816320165991783,2
0.8816986494102741,0.5437897888383837,21.16570117058946,0.08955840021371841,0.008348588831722736,0.05543982610106468,3
0.8922361660650923,0.5940584416381705,22.06879427097918,0.081298828125,0.006979542784392834,0.04801325500011444,4
0.9108686461633017,0.582935496874233,21.64166344115655,0.08588240295648575,0.007846777327358723,0.05487935617566109,5
0.7169431055481312,0.9020705521832616,44.931440968797354,0.005685696844011545,3.253156319260597e-05,0.004122596699744463,6
0.8159280433350764,0.7311438030824352,33.29032927712142,0.046213775873184204,0.0040440806187689304,0.03202951326966286,7
0.9090783504189414,0.6029908297218766,22.03075975179658,0.08240330219268799,0.007267726585268974,0.055107083171606064,8
0.7066717873251078,0.9088512301935285,45.14740735241978,0.005620731506496668,3.260658559156582e-05,0.003934247884899378,9
0.7945362984798806,0.8086380541906207,35.177871908118874,0.032039206475019455,0.0018631634302437305,0.023787247017025948,10
0.8698874362464925,0.6615588771766786,25.28432346987617,0.05646078288555145,0.003398970002308488,0.042833227664232254,11
0.7894578414340098,0.878705650845963,36.86813642635371,0.01451698038727045,0.0002163078897865489,0.009021563455462456,12
0.8350337570434921,0.7922538061235466,29.617864345438903,0.05140303447842598,0.004376363009214401,0.029357101768255234,13
0.9321690744681715,0.6741379287639747,21.854966123820784,0.08226767927408218,0.0069776056334376335,0.0480942465364933,14
0.7520324526299652,0.7941485028027698,30.67841581470756,0.02997029386460781,0.000938276934903115,0.012113034725189209,15
0.8587683154724756,0.7417707114065454,26.000828093394745,0.06174745783209801,0.005237317644059658,0.034263573586940765,16
0.883810298011159,0.5844910318712101,20.535388693243334,0.09682965278625488,0.009845972061157227,0.06357935070991516,17
0.8659520897263472,0.7432703370654034,24.539573720680874,0.06252074241638184,0.0042695519514381886,0.03464299440383911,18
0.9093730949539459,0.7626104665151455,25.039647280614094,0.05905742943286896,0.0038269641809165478,0.033418331295251846,19
0.9424819746404954,0.7759058852394106,24.161493095294123,0.06470832973718643,0.004523077979683876,0.03870736062526703,20
0.5970257620894609,0.8610812951569352,31.133289188447083,0.028294337913393974,0.0008289928664453328,0.014090734533965588,21
0.6831809601995223,0.8152291987998078,32.26306196493204,0.027515815570950508,0.0009514961275272071,0.01391684915870428,22
0.7263563803954659,0.7568801506568855,24.050191745986368,0.06600874662399292,0.004728603642433882,0.030193403363227844,23
0.9362053922169508,0.7296922996674501,25.766615125655388,0.054516952484846115,0.0032791411504149437,0.03213709965348244,24
