lr-AdamW/pg1,lr-AdamW/pg2,step,train_loss,epoch,valid_pcc_step,valid_ssim_step,valid_psnr_step,valid_rmse_step,valid_frame_mse_step,valid_frame_mae_step,valid_frame_mse_epoch,valid_frame_mae_epoch,valid_pcc_epoch,valid_ssim_epoch,valid_psnr_epoch,valid_rmse_epoch,valid_loss_epoch,valid_csi_16_epoch,valid_csi_74_epoch,valid_csi_133_epoch,valid_csi_160_epoch,valid_csi_181_epoch,valid_csi_219_epoch,valid_csi_avg_epoch,valid_pod_16_epoch,valid_pod_74_epoch,valid_pod_133_epoch,valid_pod_160_epoch,valid_pod_181_epoch,valid_pod_219_epoch,valid_pod_avg_epoch,valid_sucr_16_epoch,valid_sucr_74_epoch,valid_sucr_133_epoch,valid_sucr_160_epoch,valid_sucr_181_epoch,valid_sucr_219_epoch,valid_sucr_avg_epoch,valid_bias_16_epoch,valid_bias_74_epoch,valid_bias_133_epoch,valid_bias_160_epoch,valid_bias_181_epoch,valid_bias_219_epoch,valid_bias_avg_epoch
,,341,,,0.811392450149607,0.7405719484079575,31.70072802094278,0.02649875544011593,0.0007301497971639037,0.017563432455062866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,342,,,0.729472834665202,0.583540717346174,32.91268242557205,0.022748712450265884,0.000523507536854595,0.015696676447987556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,343,,,0.5829163381593038,0.5815335453856634,33.84882779934814,0.021138709038496017,0.00048326700925827026,0.013745561242103577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,344,,,0.3630720034262568,0.5524641515683224,36.522096539558234,0.015012052841484547,0.00022820370213594288,0.010209040716290474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,345,,,0.3441894652657479,0.5143760174127127,35.951985972552826,0.016015375033020973,0.00025908902171067894,0.010610992088913918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,346,,,0.47424362762244765,0.5377390177680856,36.056573506186844,0.015883881598711014,0.0002567433111835271,0.011392164044082165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,347,,,0.5273096128853397,0.5803665307072421,34.341824010887656,0.019201116636395454,0.0003693865437526256,0.011699083261191845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,348,,,0.8414619441701477,0.4112220719040757,21.585733650752108,0.08478211611509323,0.007420363835990429,0.05206697806715965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,349,,,0.8250306478488687,0.433388718812044,22.764845706695443,0.07392027229070663,0.00564250024035573,0.04147179797291756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,350,,,0.8716426908075604,0.4516477059455412,21.425297127554025,0.0867098718881607,0.007822095416486263,0.05176975578069687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,351,,,0.9336003544083322,0.5837779436787667,29.620822841830677,0.03434827923774719,0.001264067250303924,0.021653562784194946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,352,,,0.8296923604465041,0.5475238952665802,23.871720508044337,0.06761588901281357,0.005028166808187962,0.04604439064860344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,353,,,0.829435676137888,0.5326867687428115,23.053581173208492,0.07133239507675171,0.005220734514296055,0.051697392016649246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,354,,,0.8629102534491071,0.6919759381689493,25.099803740147465,0.056503165513277054,0.0032884259708225727,0.03884878754615784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,355,,,0.9015711832223632,0.6915914565761765,29.813270647816278,0.037358857691287994,0.0017655098345130682,0.02661811001598835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,356,,,0.905294481447022,0.6517724139008549,35.21722949335126,0.017406011000275612,0.0003051852690987289,0.015014629811048508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,357,,,0.9462752191578971,0.9038753867397531,33.14847819984662,0.022254133597016335,0.0005066388985142112,0.015011932700872421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,358,,,0.897880448452079,0.786348216119736,37.883610180806386,0.013840766623616219,0.00022219502716325223,0.011236827820539474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,359,,,0.8658280011234607,0.7121436386695761,41.84302192390496,0.008090752176940441,6.550319085363299e-05,0.007381605450063944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,360,,,0.8017036941969735,0.44915917194226684,22.479269814625148,0.07684049755334854,0.0061395918019115925,0.04109230265021324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,361,,,0.8601303862230198,0.5093035483231717,23.614766727026986,0.0684557631611824,0.0050353710539639,0.0410156324505806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,362,,,0.9038594920205366,0.6011523257877665,25.89932461799799,0.05141156166791916,0.0027132879476994276,0.03284309804439545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,363,,,0.8148758203950187,0.45299953963633266,21.843147292502557,0.0818287581205368,0.006841047666966915,0.06254243105649948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,364,,,0.8142486370377566,0.4592103475910571,22.31550639787029,0.07743749022483826,0.006119995843619108,0.060188114643096924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,365,,,0.8107263647410397,0.49416384314352213,22.191296997939812,0.07879598438739777,0.006368484813719988,0.06133124977350235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,366,,,0.8411156879094566,0.8360352926131487,29.092248311178672,0.03535226359963417,0.001267376821488142,0.027777867391705513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,367,,,0.838023709738754,0.8310570080538779,29.61215826111724,0.033303599804639816,0.0011244509369134903,0.026612093672156334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,368,,,0.8063428270861752,0.8285832212210831,29.205529051360305,0.03482908755540848,0.0012251270236447453,0.028139181435108185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,369,,,0.20464643685576447,0.5249751836293958,36.25463617736471,0.015874527394771576,0.00026702985633164644,0.010921210050582886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,370,,,0.15358382632581008,0.5219494845799846,38.858340829717775,0.011446857824921608,0.00013202046102378517,0.01007955800741911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,371,,,0.18078101791148937,0.5275090884977647,39.48956202801972,0.01060672290623188,0.00011253342381678522,0.009946699254214764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,372,,,0.4226192342678434,0.6340836407943607,33.36475851317448,0.021872105076909065,0.0004975300980731845,0.010989048518240452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,373,,,0.7359174232671295,0.5347652124616815,24.883722185025384,0.06063724681735039,0.004122014623135328,0.03309741988778114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,374,,,0.9137453011934722,0.46896732045420225,21.684997542438598,0.0843326598405838,0.007441994734108448,0.05217656120657921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,375,,,0.8897978765135385,0.4814413888710769,22.49250152177118,0.07612452656030655,0.005948025733232498,0.05141511559486389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,376,,,0.8593588273826706,0.41614790547234753,22.132820104692627,0.07955748587846756,0.006539371330291033,0.05710449069738388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,377,,,0.8884222642999535,0.48050439692472907,23.441581911659235,0.06830698996782303,0.0047978912480175495,0.049425359815359116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,378,,,0.8147407758035058,0.8020899514132479,30.301244059160002,0.03096025064587593,0.0009845743188634515,0.019513944163918495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,379,,,0.8688142796620498,0.8197965369925913,29.955473521272836,0.03287375718355179,0.0011589651694521308,0.021103763952851295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,380,,,0.8411241903515212,0.7610814813081007,26.760114464901754,0.04687419533729553,0.002284661866724491,0.03075639344751835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,381,,,0.2995156509635307,0.5688596821795964,39.892599183780575,0.010127211920917034,0.00010261718125548214,0.009444119408726692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,382,,,0.45402874255206005,0.619158871242,40.45135283464266,0.009502975270152092,9.048119682120159e-05,0.008741131983697414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,383,,,0.6158402574247201,0.6232689482852675,40.76919647117718,0.00915586482733488,8.389166760025546e-05,0.008540640585124493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,384,,,0.912462623683024,0.4899702562911908,21.732206000687317,0.08397875726222992,0.00739416154101491,0.05018899589776993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,385,,,0.9031935992076303,0.473790770891999,22.25681989998666,0.07842734456062317,0.0063515305519104,0.04903804883360863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,386,,,0.8741167645972295,0.43205031815843464,21.36130737294616,0.08754664659500122,0.008014309220016003,0.0603196956217289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,387,,,0.8752825644649637,0.4333205924200197,22.078734133120218,0.07981366664171219,0.0065374672412872314,0.0569893941283226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,388,,,0.8465241458232594,0.5639577465402787,23.238150715551797,0.07095949351787567,0.005323771852999926,0.05028442293405533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,389,,,0.7719618903258955,0.7306197181280456,26.669834704756454,0.04710960015654564,0.0022836499847471714,0.03337954729795456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,390,,,0.8532973699295049,0.7319376179494166,27.013099894005222,0.045291416347026825,0.0021109001245349646,0.0315343476831913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,391,,,0.8657198663127825,0.7712838749831141,31.34523133321131,0.031172871589660645,0.0012184815714135766,0.02224910818040371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,392,,,0.9056605588649829,0.8647874605857255,35.591380263501556,0.016743704676628113,0.00028510333504527807,0.012075530365109444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,393,,,0.934636038111224,0.6254483478143793,27.360537938554966,0.043304577469825745,0.0019138356437906623,0.023906301707029343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,394,,,0.9124523673060878,0.530808030271081,23.879497397619673,0.0675116628408432,0.005091715604066849,0.04058269038796425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,395,,,0.8831542634955902,0.432853302719718,20.93482001062803,0.09132666140794754,0.008606648072600365,0.05779359117150307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,396,,,0.9047749690784848,0.48012963136411085,21.36821916435217,0.08789098262786865,0.008143124170601368,0.05518317222595215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,397,,,0.5708520154526938,0.5070037920087953,30.42399633239982,0.051453519612550735,0.004489358980208635,0.03505562245845795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,398,,,0.2782541442957712,0.5985908578074933,38.22186390586787,0.012432585470378399,0.0001586678990861401,0.009388186037540436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,399,,,0.8869656103727367,0.5388641794026612,23.846317841742966,0.06492406129837036,0.004305745009332895,0.047739844769239426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,400,,,0.8942636053083639,0.5530047065293787,24.378137375729057,0.06096379831433296,0.0037829505745321512,0.04225955903530121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,401,,,0.8926260298478574,0.5760986909266568,25.16656148451524,0.055608998984098434,0.0031416965648531914,0.03572837635874748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,402,,,0.8470899641295192,0.6288843008199999,24.097020128059828,0.06337172538042068,0.004132584203034639,0.04775571823120117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,403,,,0.49101519192013016,0.5668514780055026,31.464026412849925,0.0368843600153923,0.0020558161195367575,0.028026919811964035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,404,,,0.12756910672230323,0.5111052966451752,38.15143689696555,0.012427648529410362,0.0001558391231810674,0.010323844850063324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,405,,,0.2652560517344293,0.5229457350598614,39.718130971371764,0.010331354103982449,0.00010676841338863596,0.009947787038981915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,406,,,0.6049875370970552,0.5517024279101685,32.2259043563189,0.03411392122507095,0.0017559346742928028,0.022791603580117226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,407,,,0.8863728995833069,0.5120475979903506,22.537070804953636,0.07638063281774521,0.006082370411604643,0.052471064031124115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,408,,,0.9039233482448124,0.4023866799709733,22.889074693990402,0.07259874790906906,0.005395305808633566,0.053151749074459076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,409,,,0.7677538473421366,0.3748288983587836,23.264113124000158,0.06944458186626434,0.004924909211695194,0.04730398207902908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,410,,,0.6845072790587301,0.3834449234711478,23.125642219706776,0.07042798399925232,0.005047095939517021,0.04828829690814018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,411,,,0.9109039641874146,0.5744197235008779,25.09582970568666,0.05748796463012695,0.003529446665197611,0.04139940068125725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,412,,,0.8083453742919428,0.6597371893816664,25.579300025794556,0.054559625685214996,0.0032014581374824047,0.03851781785488129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,413,,,0.8116300510720633,0.7044714114948739,27.283921984089762,0.04376703500747681,0.001960751134902239,0.03071657195687294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,414,,,0.8033876638986269,0.8291816510169164,29.01319586584256,0.035857610404491425,0.0013180073583498597,0.025430919602513313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,415,,,0.5108175691139047,0.6822114114099189,34.47723181592127,0.021818501874804497,0.0006064061890356243,0.015733806416392326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,416,,,0.2221530565329209,0.5543419214301186,38.74112049660543,0.01159915141761303,0.00013547770504374057,0.009786923415958881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,417,,,0.268251843804697,0.5401550123682244,39.72342752389692,0.010327127762138844,0.00010672449570847675,0.009774097241461277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,418,,,0.5891406750645753,0.5219757095683843,31.88049439679339,0.03668200597167015,0.00209065736271441,0.024882452562451363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,419,,,0.8931530353440984,0.4826617469105906,24.957327084387636,0.05689810588955879,0.0032793236896395683,0.03617531806230545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,420,,,0.8777739821784856,0.3789888054692033,21.906613048072636,0.08114121109247208,0.006712575908750296,0.059204451739788055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,421,,,0.572056118217317,0.48520099114046544,30.572923381418224,0.042707305401563644,0.0028118928894400597,0.02984853833913803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,422,,,0.28494571237791116,0.5410462621806622,38.16841608893725,0.01235113013535738,0.00015263895329553634,0.010341562330722809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,423,,,0.8323956218278985,0.7437452676521914,27.19828210721217,0.04396907985210419,0.0019595236517488956,0.02777167409658432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,424,,,0.8401861712334654,0.736005962991902,27.710510036840322,0.04200693592429161,0.001833692891523242,0.030094502493739128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,425,,,0.8553911027127035,0.7901009575919467,27.80073966599885,0.041187793016433716,0.001733097480610013,0.03318651393055916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,426,,,0.8589230599424864,0.534119715881949,22.856408801402694,0.07397244870662689,0.005755036603659391,0.049283694475889206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,427,,,0.8164629653515988,0.45505265219477414,21.378007634929826,0.08708786964416504,0.00788959115743637,0.06414467841386795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,428,,,0.7853983794346413,0.36663636613071765,20.7098934146299,0.09376221895217896,0.00908695999532938,0.0720510482788086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,429,,,0.8580421981919862,0.5226981335285326,22.395295592775923,0.07783795893192291,0.00634754216298461,0.055374231189489365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,430,,,0.7525171502559144,0.49927958969637604,26.501174591895676,0.05930981785058975,0.004898689687252045,0.0431741438806057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,431,,,0.7764514226737662,0.5522655156559719,30.15911123037346,0.03178901597857475,0.0010574000189080834,0.018809940665960312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,432,,,0.2719246694988265,0.5243650455371146,39.00354989757598,0.011219743639230728,0.0001259759592358023,0.010065802372992039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,433,,,0.6044673757716074,0.5893311449374533,31.98890995881497,0.03392181545495987,0.0017104914877563715,0.025210143998265266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,434,,,0.8614601980489457,0.5520431591195585,23.684443165568062,0.06648455560207367,0.004549921955913305,0.04883651062846184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,435,,,0.7347118557950146,0.7478135182282942,27.95764753675532,0.04124368727207184,0.0018000602722167969,0.027253691107034683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,436,,,0.8050961316507091,0.7482845002986611,27.411450049306364,0.043556470423936844,0.0019769491627812386,0.032081712037324905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,437,,,0.8358809398784922,0.7548522397806184,27.762754161988056,0.04198477044701576,0.001844047219492495,0.030728885903954506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,438,,,0.575464096663298,0.5165294885875427,37.09454829351343,0.014025675132870674,0.00019815702398773283,0.010816599242389202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,439,,,0.51305652768655,0.48948655600195135,30.56156874016491,0.04000319167971611,0.0023298882879316807,0.024641726166009903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,440,,,0.6437455503717958,0.4115789470075823,22.822812292865812,0.07269179821014404,0.005343190394341946,0.040492068976163864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,441,,,0.6920313483043519,0.41564942288042594,21.945651913774437,0.08044642210006714,0.006550382822751999,0.050600551068782806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,442,,,0.6824809964332841,0.4071092612682018,21.602774598852754,0.08371356874704361,0.007098210975527763,0.05378152057528496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,443,,,0.6792353607199072,0.38551095897180565,21.230597890412753,0.08738738298416138,0.007735549006611109,0.057327017188072205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,444,,,0.7729606133931934,0.4043043673898875,20.84576600431994,0.0931967943906784,0.009149806573987007,0.07135672867298126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,445,,,0.7596144216904812,0.4533132040460165,21.26474884020305,0.08909467607736588,0.00840124674141407,0.0673067718744278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,446,,,0.7781804563607249,0.559389416974638,22.103719462825467,0.08127765357494354,0.007059353403747082,0.060017671436071396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,447,,,0.7789175076977928,0.5029236667318819,23.240068843165282,0.06949044018983841,0.004913479555398226,0.04575863480567932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,448,,,0.8038737353280443,0.6444665285954448,26.793668543521658,0.048722248524427414,0.0026388228870928288,0.03310827910900116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,449,,,0.7486134668933349,0.8177980675871808,29.605907687434033,0.03396480530500412,0.0012105930363759398,0.024562319740653038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,450,,,0.7323448214796782,0.4243501751538096,28.053514077524305,0.039747096598148346,0.0015944379847496748,0.02143269218504429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,451,,,0.45958891064170426,0.47010688291729685,34.21559353485237,0.023417752236127853,0.0007208450115285814,0.015105241909623146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,452,,,0.17007227255101917,0.5026907657507098,39.6131236647611,0.01045708917081356,0.00010938454215647653,0.01015498861670494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,453,,,0.8549323629233369,0.49031869719368365,24.25260390703817,0.06228349730372429,0.003997326362878084,0.03613482043147087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,454,,,0.7269463818589944,0.4571556874083106,22.437809111218623,0.07777991890907288,0.006399080622941256,0.04988519847393036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,455,,,0.7036229576325148,0.4464392660540832,22.513866173151392,0.0764530748128891,0.006093076430261135,0.04943154752254486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,456,,,0.8578168500814526,0.4727177006411621,21.923698884261462,0.08165009319782257,0.006912594195455313,0.06137390807271004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,457,,,0.7840370582560845,0.4726429308819604,21.303298464478125,0.08833618462085724,0.00818712543696165,0.06757476925849915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458,,,0.8028294067862729,0.5386551735896846,21.86833588674884,0.08229184150695801,0.007034130394458771,0.06256871670484543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,459,,,0.902027025078513,0.798128979924095,30.22863929059303,0.03160233423113823,0.001046741963364184,0.02256232127547264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,460,,,0.8836400220057223,0.8135196104859114,30.998679593147983,0.029353952035307884,0.0009299716912209988,0.01894739642739296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,461,,,0.8837011267109982,0.8218824680477319,33.15900543459005,0.022810788825154305,0.000556259707082063,0.01564379595220089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,462,,,0.6950274479011536,0.2993993941365083,20.170280948289978,0.09905068576335907,0.01000521332025528,0.06762189418077469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,463,,,0.7138352771726654,0.3219711305658532,20.257189505464147,0.09807080030441284,0.009811900556087494,0.07071706652641296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,464,,,0.7844721710063286,0.44469651347842526,21.924656860764674,0.08107693493366241,0.006729144603013992,0.05451955646276474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,465,,,0.7905816996263763,0.4346543064810657,21.07097575485293,0.0898217111825943,0.008322695270180702,0.06352493911981583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,466,,,0.8602277645942781,0.5271105605341158,23.73405395954474,0.06606898456811905,0.004494642373174429,0.04352588579058647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,467,,,0.7824291299127687,0.587405402335688,24.601358675585963,0.05990133807063103,0.0037134878803044558,0.03917613998055458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,468,,,0.8675019286099461,0.62670995439535,24.740969322126233,0.059150099754333496,0.003636532463133335,0.04166009649634361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,469,,,0.7778074360776974,0.5810528021265066,26.79637946547202,0.04737419635057449,0.0024042765144258738,0.033686552196741104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,470,,,0.8295375271767081,0.6308767533072583,27.83182261470511,0.04143291339278221,0.0017803804948925972,0.027646593749523163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,471,,,0.23409213966583814,0.5013411065007467,39.1973069456689,0.010972054675221443,0.00012047098425682634,0.010315444320440292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,472,,,0.24482348862276854,0.5198141892687945,39.48377506364561,0.010627323761582375,0.00011327485844958574,0.01002237293869257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473,,,0.3238103444060578,0.5369865373635059,39.68282690154917,0.0103742815554142,0.00010767509957076982,0.009819820523262024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,474,,,0.4279548375829778,0.5652597053716427,39.00594214781301,0.011222902685403824,0.00012618611799553037,0.00995653960853815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,475,,,0.6187493552487797,0.5669014339698861,32.45609695356329,0.031030913814902306,0.0013680829433724284,0.02120925672352314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,476,,,0.8934885069739107,0.5938562768638669,25.915758205901454,0.0509469136595726,0.0026295592542737722,0.03184747323393822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,477,,,0.8751481617841904,0.5642532149975726,25.495458061185843,0.05348951369524002,0.00289999321103096,0.034637175500392914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,478,,,0.8883627980571898,0.5694729978588348,25.77366622761512,0.05172242969274521,0.0027035914827138186,0.033298004418611526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,479,,,0.8891681345857189,0.5938357713853075,25.768786371909293,0.051813267171382904,0.002719591138884425,0.032784413546323776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,480,,,0.8829223929784288,0.5141446125083474,26.13739046740402,0.04963448643684387,0.0024929558858275414,0.03242933005094528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,481,,,0.9064598223831826,0.5924656860166528,27.33967945007914,0.04319122061133385,0.001885894569568336,0.026688765734434128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,482,,,0.9230050119690112,0.6724177857981789,28.944466424292,0.035897716879844666,0.0013022180646657944,0.020923087373375893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
