2025-06-07 19:24:02,866 INFO    MainThread:474073 [wandb_setup.py:_flush():70] Current SDK version is 0.19.11
2025-06-07 19:24:02,867 INFO    MainThread:474073 [wandb_setup.py:_flush():70] Configure stats pid to 474073
2025-06-07 19:24:02,867 INFO    MainThread:474073 [wandb_setup.py:_flush():70] Loading settings from /home/vatsal/.config/wandb/settings
2025-06-07 19:24:02,867 INFO    MainThread:474073 [wandb_setup.py:_flush():70] Loading settings from /home/vatsal/NWM/pipeline/wandb/settings
2025-06-07 19:24:02,867 INFO    MainThread:474073 [wandb_setup.py:_flush():70] Loading settings from environment variables
2025-06-07 19:24:02,867 INFO    MainThread:474073 [wandb_init.py:setup_run_log_directory():724] Logging user logs to logs/wandb/run-20250607_192402-3oohs1es/logs/debug.log
2025-06-07 19:24:02,867 INFO    MainThread:474073 [wandb_init.py:setup_run_log_directory():725] Logging internal logs to logs/wandb/run-20250607_192402-3oohs1es/logs/debug-internal.log
2025-06-07 19:24:02,867 INFO    MainThread:474073 [wandb_init.py:init():852] calling init triggers
2025-06-07 19:24:02,867 INFO    MainThread:474073 [wandb_init.py:init():857] wandb.init called with sweep_config: {}
config: {'_wandb': {}}
2025-06-07 19:24:02,867 INFO    MainThread:474073 [wandb_init.py:init():893] starting backend
2025-06-07 19:24:02,867 INFO    MainThread:474073 [wandb_init.py:init():897] sending inform_init request
2025-06-07 19:24:02,908 INFO    MainThread:474073 [backend.py:_multiprocessing_setup():101] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2025-06-07 19:24:02,909 INFO    MainThread:474073 [wandb_init.py:init():907] backend started and connected
2025-06-07 19:24:02,915 INFO    MainThread:474073 [wandb_init.py:init():1005] updated telemetry
2025-06-07 19:24:02,948 INFO    MainThread:474073 [wandb_init.py:init():1029] communicating run to backend with 90.0 second timeout
2025-06-07 19:24:04,038 INFO    MainThread:474073 [wandb_init.py:init():1104] starting run threads in backend
2025-06-07 19:24:04,253 INFO    MainThread:474073 [wandb_run.py:_console_start():2573] atexit reg
2025-06-07 19:24:04,253 INFO    MainThread:474073 [wandb_run.py:_redirect():2421] redirect: wrap_raw
2025-06-07 19:24:04,254 INFO    MainThread:474073 [wandb_run.py:_redirect():2490] Wrapping output streams.
2025-06-07 19:24:04,254 INFO    MainThread:474073 [wandb_run.py:_redirect():2513] Redirects installed.
2025-06-07 19:24:04,255 INFO    MainThread:474073 [wandb_init.py:init():1150] run started, returning control to user process
2025-06-07 19:24:42,548 INFO    MsgRouterThr:474073 [mailbox.py:close():129] [no run ID] Closing mailbox, abandoning 1 handles.
