lr-AdamW/pg1,lr-AdamW/pg2,step,train_loss,epoch,valid_frame_mse_step,valid_frame_mae_step
1.3043478260869566e-05,1.3043478260869566e-05,6,,,,
1.3043478260869566e-05,1.3043478260869566e-05,6,,,,
1.3043478260869566e-05,1.3043478260869566e-05,6,,,,
1.3043478260869566e-05,1.3043478260869566e-05,6,,,,
1.3043478260869566e-05,1.3043478260869566e-05,6,,,,
1.3043478260869566e-05,1.3043478260869566e-05,6,,,,
1.3043478260869566e-05,1.3043478260869566e-05,6,,,,
1.3043478260869566e-05,1.3043478260869566e-05,6,,,,
1.3043478260869566e-05,1.3043478260869566e-05,6,,,,
,,6,1.6557728052139282,0,,
1.5217391304347828e-05,1.5217391304347828e-05,7,,,,
1.5217391304347828e-05,1.5217391304347828e-05,7,,,,
1.5217391304347828e-05,1.5217391304347828e-05,7,,,,
1.5217391304347828e-05,1.5217391304347828e-05,7,,,,
1.5217391304347828e-05,1.5217391304347828e-05,7,,,,
1.5217391304347828e-05,1.5217391304347828e-05,7,,,,
1.5217391304347828e-05,1.5217391304347828e-05,7,,,,
1.5217391304347828e-05,1.5217391304347828e-05,7,,,,
1.5217391304347828e-05,1.5217391304347828e-05,7,,,,
1.5217391304347828e-05,1.5217391304347828e-05,7,,,,
1.5217391304347828e-05,1.5217391304347828e-05,7,,,,
1.5217391304347828e-05,1.5217391304347828e-05,7,,,,
1.5217391304347828e-05,1.5217391304347828e-05,7,,,,
1.5217391304347828e-05,1.5217391304347828e-05,7,,,,
1.5217391304347828e-05,1.5217391304347828e-05,7,,,,
1.5217391304347828e-05,1.5217391304347828e-05,7,,,,
,,7,1.4860730171203613,0,,
1.739130434782609e-05,1.739130434782609e-05,8,,,,
1.739130434782609e-05,1.739130434782609e-05,8,,,,
1.739130434782609e-05,1.739130434782609e-05,8,,,,
1.739130434782609e-05,1.739130434782609e-05,8,,,,
1.739130434782609e-05,1.739130434782609e-05,8,,,,
1.739130434782609e-05,1.739130434782609e-05,8,,,,
1.739130434782609e-05,1.739130434782609e-05,8,,,,
1.739130434782609e-05,1.739130434782609e-05,8,,,,
1.739130434782609e-05,1.739130434782609e-05,8,,,,
1.739130434782609e-05,1.739130434782609e-05,8,,,,
1.739130434782609e-05,1.739130434782609e-05,8,,,,
1.739130434782609e-05,1.739130434782609e-05,8,,,,
1.739130434782609e-05,1.739130434782609e-05,8,,,,
1.739130434782609e-05,1.739130434782609e-05,8,,,,
1.739130434782609e-05,1.739130434782609e-05,8,,,,
1.739130434782609e-05,1.739130434782609e-05,8,,,,
,,8,1.0674961805343628,0,,
1.956521739130435e-05,1.956521739130435e-05,9,,,,
1.956521739130435e-05,1.956521739130435e-05,9,,,,
1.956521739130435e-05,1.956521739130435e-05,9,,,,
1.956521739130435e-05,1.956521739130435e-05,9,,,,
1.956521739130435e-05,1.956521739130435e-05,9,,,,
1.956521739130435e-05,1.956521739130435e-05,9,,,,
1.956521739130435e-05,1.956521739130435e-05,9,,,,
1.956521739130435e-05,1.956521739130435e-05,9,,,,
1.956521739130435e-05,1.956521739130435e-05,9,,,,
1.956521739130435e-05,1.956521739130435e-05,9,,,,
1.956521739130435e-05,1.956521739130435e-05,9,,,,
1.956521739130435e-05,1.956521739130435e-05,9,,,,
1.956521739130435e-05,1.956521739130435e-05,9,,,,
1.956521739130435e-05,1.956521739130435e-05,9,,,,
1.956521739130435e-05,1.956521739130435e-05,9,,,,
1.956521739130435e-05,1.956521739130435e-05,9,,,,
,,9,0.9191807508468628,0,,
2.173913043478261e-05,2.173913043478261e-05,10,,,,
2.173913043478261e-05,2.173913043478261e-05,10,,,,
2.173913043478261e-05,2.173913043478261e-05,10,,,,
2.173913043478261e-05,2.173913043478261e-05,10,,,,
2.173913043478261e-05,2.173913043478261e-05,10,,,,
2.173913043478261e-05,2.173913043478261e-05,10,,,,
2.173913043478261e-05,2.173913043478261e-05,10,,,,
2.173913043478261e-05,2.173913043478261e-05,10,,,,
2.173913043478261e-05,2.173913043478261e-05,10,,,,
2.173913043478261e-05,2.173913043478261e-05,10,,,,
2.173913043478261e-05,2.173913043478261e-05,10,,,,
2.173913043478261e-05,2.173913043478261e-05,10,,,,
2.173913043478261e-05,2.173913043478261e-05,10,,,,
2.173913043478261e-05,2.173913043478261e-05,10,,,,
2.173913043478261e-05,2.173913043478261e-05,10,,,,
2.173913043478261e-05,2.173913043478261e-05,10,,,,
,,10,0.8634358048439026,0,,
2.391304347826087e-05,2.391304347826087e-05,11,,,,
2.391304347826087e-05,2.391304347826087e-05,11,,,,
2.391304347826087e-05,2.391304347826087e-05,11,,,,
2.391304347826087e-05,2.391304347826087e-05,11,,,,
2.391304347826087e-05,2.391304347826087e-05,11,,,,
2.391304347826087e-05,2.391304347826087e-05,11,,,,
2.391304347826087e-05,2.391304347826087e-05,11,,,,
2.391304347826087e-05,2.391304347826087e-05,11,,,,
2.391304347826087e-05,2.391304347826087e-05,11,,,,
2.391304347826087e-05,2.391304347826087e-05,11,,,,
2.391304347826087e-05,2.391304347826087e-05,11,,,,
2.391304347826087e-05,2.391304347826087e-05,11,,,,
2.391304347826087e-05,2.391304347826087e-05,11,,,,
2.391304347826087e-05,2.391304347826087e-05,11,,,,
2.391304347826087e-05,2.391304347826087e-05,11,,,,
2.391304347826087e-05,2.391304347826087e-05,11,,,,
,,11,0.6429635286331177,0,,
2.608695652173913e-05,2.608695652173913e-05,12,,,,
2.608695652173913e-05,2.608695652173913e-05,12,,,,
2.608695652173913e-05,2.608695652173913e-05,12,,,,
2.608695652173913e-05,2.608695652173913e-05,12,,,,
2.608695652173913e-05,2.608695652173913e-05,12,,,,
2.608695652173913e-05,2.608695652173913e-05,12,,,,
2.608695652173913e-05,2.608695652173913e-05,12,,,,
2.608695652173913e-05,2.608695652173913e-05,12,,,,
2.608695652173913e-05,2.608695652173913e-05,12,,,,
2.608695652173913e-05,2.608695652173913e-05,12,,,,
2.608695652173913e-05,2.608695652173913e-05,12,,,,
2.608695652173913e-05,2.608695652173913e-05,12,,,,
2.608695652173913e-05,2.608695652173913e-05,12,,,,
2.608695652173913e-05,2.608695652173913e-05,12,,,,
2.608695652173913e-05,2.608695652173913e-05,12,,,,
2.608695652173913e-05,2.608695652173913e-05,12,,,,
,,12,0.40402141213417053,0,,
2.826086956521739e-05,2.826086956521739e-05,13,,,,
2.826086956521739e-05,2.826086956521739e-05,13,,,,
2.826086956521739e-05,2.826086956521739e-05,13,,,,
2.826086956521739e-05,2.826086956521739e-05,13,,,,
2.826086956521739e-05,2.826086956521739e-05,13,,,,
2.826086956521739e-05,2.826086956521739e-05,13,,,,
2.826086956521739e-05,2.826086956521739e-05,13,,,,
2.826086956521739e-05,2.826086956521739e-05,13,,,,
2.826086956521739e-05,2.826086956521739e-05,13,,,,
2.826086956521739e-05,2.826086956521739e-05,13,,,,
2.826086956521739e-05,2.826086956521739e-05,13,,,,
2.826086956521739e-05,2.826086956521739e-05,13,,,,
2.826086956521739e-05,2.826086956521739e-05,13,,,,
2.826086956521739e-05,2.826086956521739e-05,13,,,,
2.826086956521739e-05,2.826086956521739e-05,13,,,,
2.826086956521739e-05,2.826086956521739e-05,13,,,,
,,13,0.3419106900691986,0,,
3.0434782608695656e-05,3.0434782608695656e-05,14,,,,
3.0434782608695656e-05,3.0434782608695656e-05,14,,,,
3.0434782608695656e-05,3.0434782608695656e-05,14,,,,
3.0434782608695656e-05,3.0434782608695656e-05,14,,,,
3.0434782608695656e-05,3.0434782608695656e-05,14,,,,
3.0434782608695656e-05,3.0434782608695656e-05,14,,,,
3.0434782608695656e-05,3.0434782608695656e-05,14,,,,
3.0434782608695656e-05,3.0434782608695656e-05,14,,,,
3.0434782608695656e-05,3.0434782608695656e-05,14,,,,
3.0434782608695656e-05,3.0434782608695656e-05,14,,,,
3.0434782608695656e-05,3.0434782608695656e-05,14,,,,
3.0434782608695656e-05,3.0434782608695656e-05,14,,,,
3.0434782608695656e-05,3.0434782608695656e-05,14,,,,
3.0434782608695656e-05,3.0434782608695656e-05,14,,,,
3.0434782608695656e-05,3.0434782608695656e-05,14,,,,
3.0434782608695656e-05,3.0434782608695656e-05,14,,,,
,,14,0.2681010663509369,0,,
3.260869565217392e-05,3.260869565217392e-05,15,,,,
3.260869565217392e-05,3.260869565217392e-05,15,,,,
3.260869565217392e-05,3.260869565217392e-05,15,,,,
3.260869565217392e-05,3.260869565217392e-05,15,,,,
3.260869565217392e-05,3.260869565217392e-05,15,,,,
3.260869565217392e-05,3.260869565217392e-05,15,,,,
3.260869565217392e-05,3.260869565217392e-05,15,,,,
3.260869565217392e-05,3.260869565217392e-05,15,,,,
3.260869565217392e-05,3.260869565217392e-05,15,,,,
3.260869565217392e-05,3.260869565217392e-05,15,,,,
3.260869565217392e-05,3.260869565217392e-05,15,,,,
3.260869565217392e-05,3.260869565217392e-05,15,,,,
3.260869565217392e-05,3.260869565217392e-05,15,,,,
3.260869565217392e-05,3.260869565217392e-05,15,,,,
3.260869565217392e-05,3.260869565217392e-05,15,,,,
3.260869565217392e-05,3.260869565217392e-05,15,,,,
,,15,0.05876157060265541,0,,
3.478260869565218e-05,3.478260869565218e-05,16,,,,
3.478260869565218e-05,3.478260869565218e-05,16,,,,
3.478260869565218e-05,3.478260869565218e-05,16,,,,
3.478260869565218e-05,3.478260869565218e-05,16,,,,
3.478260869565218e-05,3.478260869565218e-05,16,,,,
3.478260869565218e-05,3.478260869565218e-05,16,,,,
3.478260869565218e-05,3.478260869565218e-05,16,,,,
3.478260869565218e-05,3.478260869565218e-05,16,,,,
3.478260869565218e-05,3.478260869565218e-05,16,,,,
3.478260869565218e-05,3.478260869565218e-05,16,,,,
3.478260869565218e-05,3.478260869565218e-05,16,,,,
3.478260869565218e-05,3.478260869565218e-05,16,,,,
3.478260869565218e-05,3.478260869565218e-05,16,,,,
3.478260869565218e-05,3.478260869565218e-05,16,,,,
3.478260869565218e-05,3.478260869565218e-05,16,,,,
3.478260869565218e-05,3.478260869565218e-05,16,,,,
,,16,0.07457776367664337,0,,
3.695652173913043e-05,3.695652173913043e-05,17,,,,
3.695652173913043e-05,3.695652173913043e-05,17,,,,
3.695652173913043e-05,3.695652173913043e-05,17,,,,
3.695652173913043e-05,3.695652173913043e-05,17,,,,
3.695652173913043e-05,3.695652173913043e-05,17,,,,
3.695652173913043e-05,3.695652173913043e-05,17,,,,
3.695652173913043e-05,3.695652173913043e-05,17,,,,
3.695652173913043e-05,3.695652173913043e-05,17,,,,
3.695652173913043e-05,3.695652173913043e-05,17,,,,
3.695652173913043e-05,3.695652173913043e-05,17,,,,
3.695652173913043e-05,3.695652173913043e-05,17,,,,
3.695652173913043e-05,3.695652173913043e-05,17,,,,
3.695652173913043e-05,3.695652173913043e-05,17,,,,
3.695652173913043e-05,3.695652173913043e-05,17,,,,
3.695652173913043e-05,3.695652173913043e-05,17,,,,
3.695652173913043e-05,3.695652173913043e-05,17,,,,
,,17,0.06531137973070145,0,,
3.91304347826087e-05,3.91304347826087e-05,18,,,,
3.91304347826087e-05,3.91304347826087e-05,18,,,,
3.91304347826087e-05,3.91304347826087e-05,18,,,,
3.91304347826087e-05,3.91304347826087e-05,18,,,,
3.91304347826087e-05,3.91304347826087e-05,18,,,,
3.91304347826087e-05,3.91304347826087e-05,18,,,,
3.91304347826087e-05,3.91304347826087e-05,18,,,,
3.91304347826087e-05,3.91304347826087e-05,18,,,,
3.91304347826087e-05,3.91304347826087e-05,18,,,,
3.91304347826087e-05,3.91304347826087e-05,18,,,,
3.91304347826087e-05,3.91304347826087e-05,18,,,,
3.91304347826087e-05,3.91304347826087e-05,18,,,,
3.91304347826087e-05,3.91304347826087e-05,18,,,,
3.91304347826087e-05,3.91304347826087e-05,18,,,,
3.91304347826087e-05,3.91304347826087e-05,18,,,,
3.91304347826087e-05,3.91304347826087e-05,18,,,,
,,18,0.02625141851603985,0,,
4.130434782608696e-05,4.130434782608696e-05,19,,,,
4.130434782608696e-05,4.130434782608696e-05,19,,,,
4.130434782608696e-05,4.130434782608696e-05,19,,,,
4.130434782608696e-05,4.130434782608696e-05,19,,,,
4.130434782608696e-05,4.130434782608696e-05,19,,,,
4.130434782608696e-05,4.130434782608696e-05,19,,,,
4.130434782608696e-05,4.130434782608696e-05,19,,,,
4.130434782608696e-05,4.130434782608696e-05,19,,,,
4.130434782608696e-05,4.130434782608696e-05,19,,,,
4.130434782608696e-05,4.130434782608696e-05,19,,,,
4.130434782608696e-05,4.130434782608696e-05,19,,,,
4.130434782608696e-05,4.130434782608696e-05,19,,,,
4.130434782608696e-05,4.130434782608696e-05,19,,,,
4.130434782608696e-05,4.130434782608696e-05,19,,,,
4.130434782608696e-05,4.130434782608696e-05,19,,,,
4.130434782608696e-05,4.130434782608696e-05,19,,,,
,,19,0.03168245032429695,0,,
4.347826086956522e-05,4.347826086956522e-05,20,,,,
4.347826086956522e-05,4.347826086956522e-05,20,,,,
4.347826086956522e-05,4.347826086956522e-05,20,,,,
4.347826086956522e-05,4.347826086956522e-05,20,,,,
4.347826086956522e-05,4.347826086956522e-05,20,,,,
4.347826086956522e-05,4.347826086956522e-05,20,,,,
4.347826086956522e-05,4.347826086956522e-05,20,,,,
4.347826086956522e-05,4.347826086956522e-05,20,,,,
4.347826086956522e-05,4.347826086956522e-05,20,,,,
4.347826086956522e-05,4.347826086956522e-05,20,,,,
4.347826086956522e-05,4.347826086956522e-05,20,,,,
4.347826086956522e-05,4.347826086956522e-05,20,,,,
4.347826086956522e-05,4.347826086956522e-05,20,,,,
4.347826086956522e-05,4.347826086956522e-05,20,,,,
4.347826086956522e-05,4.347826086956522e-05,20,,,,
4.347826086956522e-05,4.347826086956522e-05,20,,,,
,,20,0.03611652925610542,0,,
4.565217391304348e-05,4.565217391304348e-05,21,,,,
4.565217391304348e-05,4.565217391304348e-05,21,,,,
4.565217391304348e-05,4.565217391304348e-05,21,,,,
4.565217391304348e-05,4.565217391304348e-05,21,,,,
4.565217391304348e-05,4.565217391304348e-05,21,,,,
4.565217391304348e-05,4.565217391304348e-05,21,,,,
4.565217391304348e-05,4.565217391304348e-05,21,,,,
4.565217391304348e-05,4.565217391304348e-05,21,,,,
4.565217391304348e-05,4.565217391304348e-05,21,,,,
4.565217391304348e-05,4.565217391304348e-05,21,,,,
4.565217391304348e-05,4.565217391304348e-05,21,,,,
4.565217391304348e-05,4.565217391304348e-05,21,,,,
4.565217391304348e-05,4.565217391304348e-05,21,,,,
4.565217391304348e-05,4.565217391304348e-05,21,,,,
4.565217391304348e-05,4.565217391304348e-05,21,,,,
4.565217391304348e-05,4.565217391304348e-05,21,,,,
,,21,0.029370736330747604,0,,
4.782608695652174e-05,4.782608695652174e-05,22,,,,
4.782608695652174e-05,4.782608695652174e-05,22,,,,
4.782608695652174e-05,4.782608695652174e-05,22,,,,
4.782608695652174e-05,4.782608695652174e-05,22,,,,
4.782608695652174e-05,4.782608695652174e-05,22,,,,
4.782608695652174e-05,4.782608695652174e-05,22,,,,
4.782608695652174e-05,4.782608695652174e-05,22,,,,
4.782608695652174e-05,4.782608695652174e-05,22,,,,
4.782608695652174e-05,4.782608695652174e-05,22,,,,
4.782608695652174e-05,4.782608695652174e-05,22,,,,
4.782608695652174e-05,4.782608695652174e-05,22,,,,
4.782608695652174e-05,4.782608695652174e-05,22,,,,
4.782608695652174e-05,4.782608695652174e-05,22,,,,
4.782608695652174e-05,4.782608695652174e-05,22,,,,
4.782608695652174e-05,4.782608695652174e-05,22,,,,
4.782608695652174e-05,4.782608695652174e-05,22,,,,
,,22,0.019441841170191765,0,,
5e-05,5e-05,23,,,,
5e-05,5e-05,23,,,,
5e-05,5e-05,23,,,,
5e-05,5e-05,23,,,,
5e-05,5e-05,23,,,,
5e-05,5e-05,23,,,,
5e-05,5e-05,23,,,,
5e-05,5e-05,23,,,,
5e-05,5e-05,23,,,,
5e-05,5e-05,23,,,,
5e-05,5e-05,23,,,,
5e-05,5e-05,23,,,,
5e-05,5e-05,23,,,,
5e-05,5e-05,23,,,,
5e-05,5e-05,23,,,,
5e-05,5e-05,23,,,,
,,23,0.019756793975830078,0,,
5.217391304347826e-05,5.217391304347826e-05,24,,,,
5.217391304347826e-05,5.217391304347826e-05,24,,,,
5.217391304347826e-05,5.217391304347826e-05,24,,,,
5.217391304347826e-05,5.217391304347826e-05,24,,,,
5.217391304347826e-05,5.217391304347826e-05,24,,,,
5.217391304347826e-05,5.217391304347826e-05,24,,,,
5.217391304347826e-05,5.217391304347826e-05,24,,,,
5.217391304347826e-05,5.217391304347826e-05,24,,,,
5.217391304347826e-05,5.217391304347826e-05,24,,,,
5.217391304347826e-05,5.217391304347826e-05,24,,,,
5.217391304347826e-05,5.217391304347826e-05,24,,,,
5.217391304347826e-05,5.217391304347826e-05,24,,,,
5.217391304347826e-05,5.217391304347826e-05,24,,,,
5.217391304347826e-05,5.217391304347826e-05,24,,,,
5.217391304347826e-05,5.217391304347826e-05,24,,,,
5.217391304347826e-05,5.217391304347826e-05,24,,,,
,,24,0.03374829888343811,0,,
5.4347826086956524e-05,5.4347826086956524e-05,25,,,,
5.4347826086956524e-05,5.4347826086956524e-05,25,,,,
5.4347826086956524e-05,5.4347826086956524e-05,25,,,,
5.4347826086956524e-05,5.4347826086956524e-05,25,,,,
5.4347826086956524e-05,5.4347826086956524e-05,25,,,,
5.4347826086956524e-05,5.4347826086956524e-05,25,,,,
5.4347826086956524e-05,5.4347826086956524e-05,25,,,,
5.4347826086956524e-05,5.4347826086956524e-05,25,,,,
5.4347826086956524e-05,5.4347826086956524e-05,25,,,,
5.4347826086956524e-05,5.4347826086956524e-05,25,,,,
5.4347826086956524e-05,5.4347826086956524e-05,25,,,,
5.4347826086956524e-05,5.4347826086956524e-05,25,,,,
5.4347826086956524e-05,5.4347826086956524e-05,25,,,,
5.4347826086956524e-05,5.4347826086956524e-05,25,,,,
5.4347826086956524e-05,5.4347826086956524e-05,25,,,,
5.4347826086956524e-05,5.4347826086956524e-05,25,,,,
,,25,0.01635524444282055,0,,
5.652173913043478e-05,5.652173913043478e-05,26,,,,
5.652173913043478e-05,5.652173913043478e-05,26,,,,
5.652173913043478e-05,5.652173913043478e-05,26,,,,
5.652173913043478e-05,5.652173913043478e-05,26,,,,
5.652173913043478e-05,5.652173913043478e-05,26,,,,
5.652173913043478e-05,5.652173913043478e-05,26,,,,
5.652173913043478e-05,5.652173913043478e-05,26,,,,
5.652173913043478e-05,5.652173913043478e-05,26,,,,
5.652173913043478e-05,5.652173913043478e-05,26,,,,
5.652173913043478e-05,5.652173913043478e-05,26,,,,
5.652173913043478e-05,5.652173913043478e-05,26,,,,
5.652173913043478e-05,5.652173913043478e-05,26,,,,
5.652173913043478e-05,5.652173913043478e-05,26,,,,
5.652173913043478e-05,5.652173913043478e-05,26,,,,
5.652173913043478e-05,5.652173913043478e-05,26,,,,
5.652173913043478e-05,5.652173913043478e-05,26,,,,
,,26,0.05431075394153595,0,,
5.869565217391305e-05,5.869565217391305e-05,27,,,,
5.869565217391305e-05,5.869565217391305e-05,27,,,,
5.869565217391305e-05,5.869565217391305e-05,27,,,,
5.869565217391305e-05,5.869565217391305e-05,27,,,,
5.869565217391305e-05,5.869565217391305e-05,27,,,,
5.869565217391305e-05,5.869565217391305e-05,27,,,,
5.869565217391305e-05,5.869565217391305e-05,27,,,,
5.869565217391305e-05,5.869565217391305e-05,27,,,,
5.869565217391305e-05,5.869565217391305e-05,27,,,,
5.869565217391305e-05,5.869565217391305e-05,27,,,,
5.869565217391305e-05,5.869565217391305e-05,27,,,,
5.869565217391305e-05,5.869565217391305e-05,27,,,,
5.869565217391305e-05,5.869565217391305e-05,27,,,,
5.869565217391305e-05,5.869565217391305e-05,27,,,,
5.869565217391305e-05,5.869565217391305e-05,27,,,,
5.869565217391305e-05,5.869565217391305e-05,27,,,,
,,27,0.010334539227187634,0,,
6.086956521739131e-05,6.086956521739131e-05,28,,,,
6.086956521739131e-05,6.086956521739131e-05,28,,,,
6.086956521739131e-05,6.086956521739131e-05,28,,,,
6.086956521739131e-05,6.086956521739131e-05,28,,,,
6.086956521739131e-05,6.086956521739131e-05,28,,,,
6.086956521739131e-05,6.086956521739131e-05,28,,,,
6.086956521739131e-05,6.086956521739131e-05,28,,,,
6.086956521739131e-05,6.086956521739131e-05,28,,,,
6.086956521739131e-05,6.086956521739131e-05,28,,,,
6.086956521739131e-05,6.086956521739131e-05,28,,,,
6.086956521739131e-05,6.086956521739131e-05,28,,,,
6.086956521739131e-05,6.086956521739131e-05,28,,,,
6.086956521739131e-05,6.086956521739131e-05,28,,,,
6.086956521739131e-05,6.086956521739131e-05,28,,,,
6.086956521739131e-05,6.086956521739131e-05,28,,,,
6.086956521739131e-05,6.086956521739131e-05,28,,,,
,,28,0.020666321739554405,0,,
6.304347826086957e-05,6.304347826086957e-05,29,,,,
6.304347826086957e-05,6.304347826086957e-05,29,,,,
6.304347826086957e-05,6.304347826086957e-05,29,,,,
6.304347826086957e-05,6.304347826086957e-05,29,,,,
6.304347826086957e-05,6.304347826086957e-05,29,,,,
6.304347826086957e-05,6.304347826086957e-05,29,,,,
6.304347826086957e-05,6.304347826086957e-05,29,,,,
6.304347826086957e-05,6.304347826086957e-05,29,,,,
6.304347826086957e-05,6.304347826086957e-05,29,,,,
6.304347826086957e-05,6.304347826086957e-05,29,,,,
6.304347826086957e-05,6.304347826086957e-05,29,,,,
6.304347826086957e-05,6.304347826086957e-05,29,,,,
6.304347826086957e-05,6.304347826086957e-05,29,,,,
6.304347826086957e-05,6.304347826086957e-05,29,,,,
6.304347826086957e-05,6.304347826086957e-05,29,,,,
6.304347826086957e-05,6.304347826086957e-05,29,,,,
,,29,0.028192192316055298,0,,
6.521739130434783e-05,6.521739130434783e-05,30,,,,
6.521739130434783e-05,6.521739130434783e-05,30,,,,
6.521739130434783e-05,6.521739130434783e-05,30,,,,
6.521739130434783e-05,6.521739130434783e-05,30,,,,
6.521739130434783e-05,6.521739130434783e-05,30,,,,
6.521739130434783e-05,6.521739130434783e-05,30,,,,
