lr-AdamW/pg1,lr-AdamW/pg2,step,train_loss,epoch,valid_frame_mse_step,valid_frame_mae_step
6.521739130434783e-05,6.521739130434783e-05,30,,,,
6.521739130434783e-05,6.521739130434783e-05,30,,,,
6.521739130434783e-05,6.521739130434783e-05,30,,,,
6.521739130434783e-05,6.521739130434783e-05,30,,,,
6.521739130434783e-05,6.521739130434783e-05,30,,,,
6.521739130434783e-05,6.521739130434783e-05,30,,,,
6.521739130434783e-05,6.521739130434783e-05,30,,,,
6.521739130434783e-05,6.521739130434783e-05,30,,,,
6.521739130434783e-05,6.521739130434783e-05,30,,,,
6.521739130434783e-05,6.521739130434783e-05,30,,,,
,,30,0.02662384882569313,0,,
6.73913043478261e-05,6.73913043478261e-05,31,,,,
6.73913043478261e-05,6.73913043478261e-05,31,,,,
6.73913043478261e-05,6.73913043478261e-05,31,,,,
6.73913043478261e-05,6.73913043478261e-05,31,,,,
6.73913043478261e-05,6.73913043478261e-05,31,,,,
6.73913043478261e-05,6.73913043478261e-05,31,,,,
6.73913043478261e-05,6.73913043478261e-05,31,,,,
6.73913043478261e-05,6.73913043478261e-05,31,,,,
6.73913043478261e-05,6.73913043478261e-05,31,,,,
6.73913043478261e-05,6.73913043478261e-05,31,,,,
6.73913043478261e-05,6.73913043478261e-05,31,,,,
6.73913043478261e-05,6.73913043478261e-05,31,,,,
6.73913043478261e-05,6.73913043478261e-05,31,,,,
6.73913043478261e-05,6.73913043478261e-05,31,,,,
6.73913043478261e-05,6.73913043478261e-05,31,,,,
6.73913043478261e-05,6.73913043478261e-05,31,,,,
,,31,0.024918198585510254,0,,
6.956521739130436e-05,6.956521739130436e-05,32,,,,
6.956521739130436e-05,6.956521739130436e-05,32,,,,
6.956521739130436e-05,6.956521739130436e-05,32,,,,
6.956521739130436e-05,6.956521739130436e-05,32,,,,
6.956521739130436e-05,6.956521739130436e-05,32,,,,
6.956521739130436e-05,6.956521739130436e-05,32,,,,
6.956521739130436e-05,6.956521739130436e-05,32,,,,
6.956521739130436e-05,6.956521739130436e-05,32,,,,
6.956521739130436e-05,6.956521739130436e-05,32,,,,
6.956521739130436e-05,6.956521739130436e-05,32,,,,
6.956521739130436e-05,6.956521739130436e-05,32,,,,
6.956521739130436e-05,6.956521739130436e-05,32,,,,
6.956521739130436e-05,6.956521739130436e-05,32,,,,
6.956521739130436e-05,6.956521739130436e-05,32,,,,
6.956521739130436e-05,6.956521739130436e-05,32,,,,
6.956521739130436e-05,6.956521739130436e-05,32,,,,
,,32,0.017974402755498886,0,,
7.17391304347826e-05,7.17391304347826e-05,33,,,,
7.17391304347826e-05,7.17391304347826e-05,33,,,,
7.17391304347826e-05,7.17391304347826e-05,33,,,,
7.17391304347826e-05,7.17391304347826e-05,33,,,,
7.17391304347826e-05,7.17391304347826e-05,33,,,,
7.17391304347826e-05,7.17391304347826e-05,33,,,,
7.17391304347826e-05,7.17391304347826e-05,33,,,,
7.17391304347826e-05,7.17391304347826e-05,33,,,,
7.17391304347826e-05,7.17391304347826e-05,33,,,,
7.17391304347826e-05,7.17391304347826e-05,33,,,,
7.17391304347826e-05,7.17391304347826e-05,33,,,,
7.17391304347826e-05,7.17391304347826e-05,33,,,,
7.17391304347826e-05,7.17391304347826e-05,33,,,,
7.17391304347826e-05,7.17391304347826e-05,33,,,,
7.17391304347826e-05,7.17391304347826e-05,33,,,,
7.17391304347826e-05,7.17391304347826e-05,33,,,,
,,33,0.015070045366883278,0,,
7.391304347826086e-05,7.391304347826086e-05,34,,,,
7.391304347826086e-05,7.391304347826086e-05,34,,,,
7.391304347826086e-05,7.391304347826086e-05,34,,,,
7.391304347826086e-05,7.391304347826086e-05,34,,,,
7.391304347826086e-05,7.391304347826086e-05,34,,,,
7.391304347826086e-05,7.391304347826086e-05,34,,,,
7.391304347826086e-05,7.391304347826086e-05,34,,,,
7.391304347826086e-05,7.391304347826086e-05,34,,,,
7.391304347826086e-05,7.391304347826086e-05,34,,,,
7.391304347826086e-05,7.391304347826086e-05,34,,,,
7.391304347826086e-05,7.391304347826086e-05,34,,,,
7.391304347826086e-05,7.391304347826086e-05,34,,,,
7.391304347826086e-05,7.391304347826086e-05,34,,,,
7.391304347826086e-05,7.391304347826086e-05,34,,,,
7.391304347826086e-05,7.391304347826086e-05,34,,,,
7.391304347826086e-05,7.391304347826086e-05,34,,,,
,,34,0.020406104624271393,0,,
7.608695652173914e-05,7.608695652173914e-05,35,,,,
7.608695652173914e-05,7.608695652173914e-05,35,,,,
7.608695652173914e-05,7.608695652173914e-05,35,,,,
7.608695652173914e-05,7.608695652173914e-05,35,,,,
7.608695652173914e-05,7.608695652173914e-05,35,,,,
7.608695652173914e-05,7.608695652173914e-05,35,,,,
7.608695652173914e-05,7.608695652173914e-05,35,,,,
7.608695652173914e-05,7.608695652173914e-05,35,,,,
7.608695652173914e-05,7.608695652173914e-05,35,,,,
7.608695652173914e-05,7.608695652173914e-05,35,,,,
7.608695652173914e-05,7.608695652173914e-05,35,,,,
7.608695652173914e-05,7.608695652173914e-05,35,,,,
7.608695652173914e-05,7.608695652173914e-05,35,,,,
7.608695652173914e-05,7.608695652173914e-05,35,,,,
7.608695652173914e-05,7.608695652173914e-05,35,,,,
7.608695652173914e-05,7.608695652173914e-05,35,,,,
,,35,0.039072517305612564,0,,
7.82608695652174e-05,7.82608695652174e-05,36,,,,
7.82608695652174e-05,7.82608695652174e-05,36,,,,
7.82608695652174e-05,7.82608695652174e-05,36,,,,
7.82608695652174e-05,7.82608695652174e-05,36,,,,
7.82608695652174e-05,7.82608695652174e-05,36,,,,
7.82608695652174e-05,7.82608695652174e-05,36,,,,
7.82608695652174e-05,7.82608695652174e-05,36,,,,
7.82608695652174e-05,7.82608695652174e-05,36,,,,
7.82608695652174e-05,7.82608695652174e-05,36,,,,
7.82608695652174e-05,7.82608695652174e-05,36,,,,
7.82608695652174e-05,7.82608695652174e-05,36,,,,
7.82608695652174e-05,7.82608695652174e-05,36,,,,
7.82608695652174e-05,7.82608695652174e-05,36,,,,
7.82608695652174e-05,7.82608695652174e-05,36,,,,
7.82608695652174e-05,7.82608695652174e-05,36,,,,
7.82608695652174e-05,7.82608695652174e-05,36,,,,
,,36,0.011164260096848011,0,,
8.043478260869566e-05,8.043478260869566e-05,37,,,,
8.043478260869566e-05,8.043478260869566e-05,37,,,,
8.043478260869566e-05,8.043478260869566e-05,37,,,,
8.043478260869566e-05,8.043478260869566e-05,37,,,,
8.043478260869566e-05,8.043478260869566e-05,37,,,,
8.043478260869566e-05,8.043478260869566e-05,37,,,,
8.043478260869566e-05,8.043478260869566e-05,37,,,,
8.043478260869566e-05,8.043478260869566e-05,37,,,,
8.043478260869566e-05,8.043478260869566e-05,37,,,,
8.043478260869566e-05,8.043478260869566e-05,37,,,,
8.043478260869566e-05,8.043478260869566e-05,37,,,,
8.043478260869566e-05,8.043478260869566e-05,37,,,,
8.043478260869566e-05,8.043478260869566e-05,37,,,,
8.043478260869566e-05,8.043478260869566e-05,37,,,,
8.043478260869566e-05,8.043478260869566e-05,37,,,,
8.043478260869566e-05,8.043478260869566e-05,37,,,,
,,37,0.026304995641112328,0,,
8.260869565217392e-05,8.260869565217392e-05,38,,,,
8.260869565217392e-05,8.260869565217392e-05,38,,,,
8.260869565217392e-05,8.260869565217392e-05,38,,,,
8.260869565217392e-05,8.260869565217392e-05,38,,,,
8.260869565217392e-05,8.260869565217392e-05,38,,,,
8.260869565217392e-05,8.260869565217392e-05,38,,,,
8.260869565217392e-05,8.260869565217392e-05,38,,,,
8.260869565217392e-05,8.260869565217392e-05,38,,,,
8.260869565217392e-05,8.260869565217392e-05,38,,,,
8.260869565217392e-05,8.260869565217392e-05,38,,,,
8.260869565217392e-05,8.260869565217392e-05,38,,,,
8.260869565217392e-05,8.260869565217392e-05,38,,,,
8.260869565217392e-05,8.260869565217392e-05,38,,,,
8.260869565217392e-05,8.260869565217392e-05,38,,,,
8.260869565217392e-05,8.260869565217392e-05,38,,,,
8.260869565217392e-05,8.260869565217392e-05,38,,,,
,,38,0.013585907407104969,0,,
8.478260869565218e-05,8.478260869565218e-05,39,,,,
8.478260869565218e-05,8.478260869565218e-05,39,,,,
8.478260869565218e-05,8.478260869565218e-05,39,,,,
8.478260869565218e-05,8.478260869565218e-05,39,,,,
8.478260869565218e-05,8.478260869565218e-05,39,,,,
8.478260869565218e-05,8.478260869565218e-05,39,,,,
8.478260869565218e-05,8.478260869565218e-05,39,,,,
8.478260869565218e-05,8.478260869565218e-05,39,,,,
8.478260869565218e-05,8.478260869565218e-05,39,,,,
8.478260869565218e-05,8.478260869565218e-05,39,,,,
8.478260869565218e-05,8.478260869565218e-05,39,,,,
8.478260869565218e-05,8.478260869565218e-05,39,,,,
8.478260869565218e-05,8.478260869565218e-05,39,,,,
8.478260869565218e-05,8.478260869565218e-05,39,,,,
8.478260869565218e-05,8.478260869565218e-05,39,,,,
8.478260869565218e-05,8.478260869565218e-05,39,,,,
,,39,0.053743187338113785,0,,
8.695652173913044e-05,8.695652173913044e-05,40,,,,
8.695652173913044e-05,8.695652173913044e-05,40,,,,
8.695652173913044e-05,8.695652173913044e-05,40,,,,
8.695652173913044e-05,8.695652173913044e-05,40,,,,
8.695652173913044e-05,8.695652173913044e-05,40,,,,
8.695652173913044e-05,8.695652173913044e-05,40,,,,
8.695652173913044e-05,8.695652173913044e-05,40,,,,
8.695652173913044e-05,8.695652173913044e-05,40,,,,
8.695652173913044e-05,8.695652173913044e-05,40,,,,
8.695652173913044e-05,8.695652173913044e-05,40,,,,
8.695652173913044e-05,8.695652173913044e-05,40,,,,
8.695652173913044e-05,8.695652173913044e-05,40,,,,
8.695652173913044e-05,8.695652173913044e-05,40,,,,
8.695652173913044e-05,8.695652173913044e-05,40,,,,
8.695652173913044e-05,8.695652173913044e-05,40,,,,
8.695652173913044e-05,8.695652173913044e-05,40,,,,
,,40,0.016489146277308464,0,,
8.91304347826087e-05,8.91304347826087e-05,41,,,,
8.91304347826087e-05,8.91304347826087e-05,41,,,,
8.91304347826087e-05,8.91304347826087e-05,41,,,,
8.91304347826087e-05,8.91304347826087e-05,41,,,,
8.91304347826087e-05,8.91304347826087e-05,41,,,,
8.91304347826087e-05,8.91304347826087e-05,41,,,,
8.91304347826087e-05,8.91304347826087e-05,41,,,,
8.91304347826087e-05,8.91304347826087e-05,41,,,,
8.91304347826087e-05,8.91304347826087e-05,41,,,,
8.91304347826087e-05,8.91304347826087e-05,41,,,,
8.91304347826087e-05,8.91304347826087e-05,41,,,,
8.91304347826087e-05,8.91304347826087e-05,41,,,,
8.91304347826087e-05,8.91304347826087e-05,41,,,,
8.91304347826087e-05,8.91304347826087e-05,41,,,,
8.91304347826087e-05,8.91304347826087e-05,41,,,,
8.91304347826087e-05,8.91304347826087e-05,41,,,,
,,41,0.007350903935730457,0,,
9.130434782608696e-05,9.130434782608696e-05,42,,,,
9.130434782608696e-05,9.130434782608696e-05,42,,,,
9.130434782608696e-05,9.130434782608696e-05,42,,,,
9.130434782608696e-05,9.130434782608696e-05,42,,,,
9.130434782608696e-05,9.130434782608696e-05,42,,,,
9.130434782608696e-05,9.130434782608696e-05,42,,,,
9.130434782608696e-05,9.130434782608696e-05,42,,,,
9.130434782608696e-05,9.130434782608696e-05,42,,,,
9.130434782608696e-05,9.130434782608696e-05,42,,,,
9.130434782608696e-05,9.130434782608696e-05,42,,,,
9.130434782608696e-05,9.130434782608696e-05,42,,,,
9.130434782608696e-05,9.130434782608696e-05,42,,,,
9.130434782608696e-05,9.130434782608696e-05,42,,,,
9.130434782608696e-05,9.130434782608696e-05,42,,,,
9.130434782608696e-05,9.130434782608696e-05,42,,,,
9.130434782608696e-05,9.130434782608696e-05,42,,,,
,,42,0.0048326472751796246,0,,
9.347826086956522e-05,9.347826086956522e-05,43,,,,
9.347826086956522e-05,9.347826086956522e-05,43,,,,
9.347826086956522e-05,9.347826086956522e-05,43,,,,
9.347826086956522e-05,9.347826086956522e-05,43,,,,
9.347826086956522e-05,9.347826086956522e-05,43,,,,
9.347826086956522e-05,9.347826086956522e-05,43,,,,
9.347826086956522e-05,9.347826086956522e-05,43,,,,
9.347826086956522e-05,9.347826086956522e-05,43,,,,
9.347826086956522e-05,9.347826086956522e-05,43,,,,
9.347826086956522e-05,9.347826086956522e-05,43,,,,
9.347826086956522e-05,9.347826086956522e-05,43,,,,
9.347826086956522e-05,9.347826086956522e-05,43,,,,
9.347826086956522e-05,9.347826086956522e-05,43,,,,
9.347826086956522e-05,9.347826086956522e-05,43,,,,
9.347826086956522e-05,9.347826086956522e-05,43,,,,
9.347826086956522e-05,9.347826086956522e-05,43,,,,
,,43,0.02175210788846016,0,,
9.565217391304348e-05,9.565217391304348e-05,44,,,,
9.565217391304348e-05,9.565217391304348e-05,44,,,,
9.565217391304348e-05,9.565217391304348e-05,44,,,,
9.565217391304348e-05,9.565217391304348e-05,44,,,,
9.565217391304348e-05,9.565217391304348e-05,44,,,,
9.565217391304348e-05,9.565217391304348e-05,44,,,,
9.565217391304348e-05,9.565217391304348e-05,44,,,,
9.565217391304348e-05,9.565217391304348e-05,44,,,,
9.565217391304348e-05,9.565217391304348e-05,44,,,,
9.565217391304348e-05,9.565217391304348e-05,44,,,,
9.565217391304348e-05,9.565217391304348e-05,44,,,,
9.565217391304348e-05,9.565217391304348e-05,44,,,,
9.565217391304348e-05,9.565217391304348e-05,44,,,,
9.565217391304348e-05,9.565217391304348e-05,44,,,,
9.565217391304348e-05,9.565217391304348e-05,44,,,,
9.565217391304348e-05,9.565217391304348e-05,44,,,,
,,44,0.012343905866146088,0,,
9.782608695652174e-05,9.782608695652174e-05,45,,,,
9.782608695652174e-05,9.782608695652174e-05,45,,,,
9.782608695652174e-05,9.782608695652174e-05,45,,,,
9.782608695652174e-05,9.782608695652174e-05,45,,,,
9.782608695652174e-05,9.782608695652174e-05,45,,,,
9.782608695652174e-05,9.782608695652174e-05,45,,,,
9.782608695652174e-05,9.782608695652174e-05,45,,,,
9.782608695652174e-05,9.782608695652174e-05,45,,,,
9.782608695652174e-05,9.782608695652174e-05,45,,,,
9.782608695652174e-05,9.782608695652174e-05,45,,,,
9.782608695652174e-05,9.782608695652174e-05,45,,,,
9.782608695652174e-05,9.782608695652174e-05,45,,,,
9.782608695652174e-05,9.782608695652174e-05,45,,,,
9.782608695652174e-05,9.782608695652174e-05,45,,,,
9.782608695652174e-05,9.782608695652174e-05,45,,,,
9.782608695652174e-05,9.782608695652174e-05,45,,,,
,,45,0.01835137978196144,0,,
0.0001,0.0001,46,,,,
0.0001,0.0001,46,,,,
0.0001,0.0001,46,,,,
0.0001,0.0001,46,,,,
0.0001,0.0001,46,,,,
0.0001,0.0001,46,,,,
,,46,0.015457989647984505,0,,
,,0,,,0.030883310362696648,0.10565625131130219
,,1,,,0.033249322324991226,0.11554636061191559
,,2,,,0.0280601866543293,0.10783524066209793
,,3,,,0.01608959212899208,0.08883562684059143
,,4,,,0.014691842719912529,0.08564454317092896
,,5,,,0.00896500889211893,0.07625078409910202
,,6,,,0.028263773769140244,0.1092916801571846
,,7,,,0.02116357907652855,0.09476114064455032
,,8,,,0.024504385888576508,0.11230945587158203
,,9,,,0.0096473079174757,0.085627980530262
,,10,,,0.009658973664045334,0.08081908524036407
,,11,,,0.010295843705534935,0.08573351800441742
,,12,,,0.01496562547981739,0.09231697767972946
,,13,,,0.023584501817822456,0.10170140117406845
,,14,,,0.037192124873399734,0.1328468918800354
,,15,,,0.028288396075367928,0.10626143962144852
,,16,,,0.024820134043693542,0.10425148904323578
,,17,,,0.009996767155826092,0.0773000568151474
,,18,,,0.011717329733073711,0.07746908068656921
,,19,,,0.007973609492182732,0.07827462255954742
,,20,,,0.006845416966825724,0.0803423821926117
,,21,,,0.011734675616025925,0.08502520620822906
,,22,,,0.008228318765759468,0.08333835005760193
,,23,,,0.007455259561538696,0.0838116705417633
,,24,,,0.02450365014374256,0.09767071157693863
,,25,,,0.025429390370845795,0.10033407807350159
,,26,,,0.03192312642931938,0.11299998313188553
,,27,,,0.023429669439792633,0.09655627608299255
,,28,,,0.025685856118798256,0.10106842964887619
,,29,,,0.035354480147361755,0.12061978876590729
,,30,,,0.02927365154027939,0.10477770864963531
,,31,,,0.012522552162408829,0.0847281888127327
,,32,,,0.007083636708557606,0.08275208622217178
,,33,,,0.019826529547572136,0.09873612970113754
,,34,,,0.01960928738117218,0.09978974610567093
,,35,,,0.018268343061208725,0.09849066287279129
,,36,,,0.03684265539050102,0.12027272582054138
,,37,,,0.034598834812641144,0.11843692511320114
,,38,,,0.03128541633486748,0.11193370074033737
,,39,,,0.03508811444044113,0.12048038840293884
,,40,,,0.012146488763391972,0.08617108315229416
,,41,,,0.007237957790493965,0.08373717218637466
,,42,,,0.013665718026459217,0.08599934726953506
,,43,,,0.012721008621156216,0.08701329678297043
,,44,,,0.011108387261629105,0.08652371168136597
,,45,,,0.014337660744786263,0.09211982786655426
,,46,,,0.012822275049984455,0.08938128501176834
,,47,,,0.010751042515039444,0.08609713613986969
,,48,,,0.023098206147551537,0.0970163494348526
,,49,,,0.023664187639951706,0.09928382188081741
,,50,,,0.0233799796551466,0.09759249538183212
,,51,,,0.02320024184882641,0.09788551926612854
,,52,,,0.01802806369960308,0.08964088559150696
,,53,,,0.013175399042665958,0.07733605802059174
,,54,,,0.012945727445185184,0.07776475697755814
,,55,,,0.012289825826883316,0.07651710510253906
,,56,,,0.011274964548647404,0.07484381645917892
,,57,,,0.006890881806612015,0.08150029182434082
,,58,,,0.007074459921568632,0.0810951292514801
,,59,,,0.007912914268672466,0.08353453129529953
,,60,,,0.015583996661007404,0.08838612586259842
,,61,,,0.016728632152080536,0.0900314673781395
,,62,,,0.0172882042825222,0.09105623513460159
,,63,,,0.01644531451165676,0.0886186882853508
,,64,,,0.014912410639226437,0.0876108780503273
,,65,,,0.013214568607509136,0.08732045441865921
,,66,,,0.009228160604834557,0.07489711046218872
,,67,,,0.0069715953432023525,0.07797762006521225
,,68,,,0.007114254869520664,0.07855440676212311
,,69,,,0.007468798663467169,0.0852389931678772
,,70,,,0.007392590865492821,0.08483042567968369
,,71,,,0.007297213654965162,0.08429884165525436
,,72,,,0.007475318852812052,0.08533355593681335
,,73,,,0.010294223204255104,0.08619534224271774
,,74,,,0.01005395408719778,0.07994629442691803
,,75,,,0.032713230699300766,0.1123887374997139
,,76,,,0.034564509987831116,0.11475852876901627
,,77,,,0.04152626544237137,0.13247910141944885
,,78,,,0.033326540142297745,0.11578354984521866
,,79,,,0.024310169741511345,0.0967242419719696
,,80,,,0.026303615421056747,0.1016509085893631
,,81,,,0.015141054056584835,0.09107452630996704
,,82,,,0.009053777903318405,0.08230149000883102
,,83,,,0.007189794443547726,0.0819987878203392
,,84,,,0.010787188075482845,0.0867878720164299
,,85,,,0.016873767599463463,0.09195540845394135
,,86,,,0.024273792281746864,0.0988311767578125
,,87,,,0.02615678310394287,0.10101942718029022
,,88,,,0.025830579921603203,0.10274621844291687
,,89,,,0.027610374614596367,0.10669967532157898
,,90,,,0.03195071592926979,0.11804172396659851
,,91,,,0.02511666528880596,0.10431424528360367
,,92,,,0.019982174038887024,0.09670253098011017
,,93,,,0.0286179818212986,0.10675131529569626
,,94,,,0.01970372349023819,0.09926379472017288
,,95,,,0.007054523099213839,0.08193083107471466
,,96,,,0.024303460493683815,0.09881578385829926
,,97,,,0.022005973383784294,0.09489458799362183
,,98,,,0.023772040382027626,0.0984097421169281
,,99,,,0.024825094267725945,0.09932482987642288
,,100,,,0.01410790253430605,0.08520589768886566
,,101,,,0.008137451484799385,0.08049697428941727
,,102,,,0.025239503011107445,0.09960298240184784
,,103,,,0.02621917426586151,0.10394716262817383
,,104,,,0.03590458258986473,0.12956593930721283
,,105,,,0.025230204686522484,0.0999707356095314
,,106,,,0.01673232391476631,0.09225716441869736
,,107,,,0.006451535038650036,0.07695058733224869
,,108,,,0.016653044149279594,0.08946473151445389
,,109,,,0.02473311871290207,0.10925706475973129
,,110,,,0.018432321026921272,0.09162960201501846
,,111,,,0.023487688973546028,0.10405554622411728
,,112,,,0.022224334999918938,0.09734395891427994
,,113,,,0.025468261912465096,0.10641278326511383
,,114,,,0.02687893994152546,0.10611600428819656
,,115,,,0.01722155138850212,0.09427224099636078
,,116,,,0.007696437183767557,0.08449787646532059
,,117,,,0.012194134294986725,0.09117592871189117
,,118,,,0.024324703961610794,0.10596951842308044
,,119,,,0.03872699663043022,0.12660036981105804
,,120,,,0.030012929812073708,0.10999340564012527
,,121,,,0.01668451726436615,0.08860475569963455
,,122,,,0.01237481739372015,0.08821231126785278
,,123,,,0.05174314230680466,0.16125227510929108
,,124,,,0.037211790680885315,0.13310067355632782
,,125,,,0.027452530339360237,0.10811366140842438
,,126,,,0.03234303742647171,0.12042902410030365
,,127,,,0.024336373433470726,0.09768005460500717
,,128,,,0.022713709622621536,0.09467813372612
,,129,,,0.016824496909976006,0.08728300780057907
,,130,,,0.01669285073876381,0.08783741295337677
,,131,,,0.014872781932353973,0.08320175856351852
,,132,,,0.018982194364070892,0.0900355875492096
,,133,,,0.012140567414462566,0.08298014104366302
,,134,,,0.013929766602814198,0.08856679499149323
,,135,,,0.02854587882757187,0.12083187699317932
,,136,,,0.019118836149573326,0.09397295862436295
,,137,,,0.00928384717553854,0.07506781816482544
,,138,,,0.0060094622895121574,0.07544141262769699
,,139,,,0.0068628969602286816,0.08010122179985046
,,140,,,0.007166711147874594,0.08256300538778305
,,141,,,0.027197472751140594,0.10372325778007507
,,142,,,0.02601797878742218,0.0990588366985321
,,143,,,0.0221981480717659,0.09264078736305237
,,144,,,0.014844227582216263,0.09459255635738373
,,145,,,0.01584508828818798,0.09550438821315765
,,146,,,0.017054148018360138,0.09831871837377548
,,147,,,0.009907585568726063,0.07361262291669846
,,148,,,0.012808261439204216,0.08689060062170029
,,149,,,0.017118610441684723,0.09647677838802338
,,150,,,0.006103734020143747,0.07454846799373627
,,151,,,0.0064426627941429615,0.07583745568990707
,,152,,,0.006920482963323593,0.07912316918373108
,,153,,,0.008931459859013557,0.08058328926563263
,,154,,,0.012551913969218731,0.08877494931221008
,,155,,,0.00880306027829647,0.08603540807962418
,,156,,,0.028798077255487442,0.11492893099784851
,,157,,,0.019276471808552742,0.10031532496213913
,,158,,,0.017737261950969696,0.09850067645311356
,,159,,,0.017144113779067993,0.09678681939840317
,,160,,,0.01570136286318302,0.09567927569150925
,,161,,,0.011146112345159054,0.08788736909627914
,,162,,,0.01590770110487938,0.09396708756685257
,,163,,,0.014074265025556087,0.0928318202495575
,,164,,,0.007034268695861101,0.0824069082736969
,,165,,,0.006947841960936785,0.08023817092180252
,,166,,,0.009854646399617195,0.08569088578224182
,,167,,,0.00886690616607666,0.08481313288211823
,,168,,,0.012565873563289642,0.09048594534397125
,,169,,,0.01748082973062992,0.09528332948684692
,,170,,,0.023133961483836174,0.10061734169721603
,,171,,,0.028498830273747444,0.11436859518289566
,,172,,,0.022698605433106422,0.10370355099439621
,,173,,,0.018769096583127975,0.09815503656864166
,,174,,,0.013612700626254082,0.084354467689991
,,175,,,0.011873997747898102,0.0850774422287941
,,176,,,0.007088557817041874,0.08253840357065201
,,177,,,0.006732448935508728,0.079029880464077
,,178,,,0.013895738869905472,0.0896640345454216
,,179,,,0.0200500525534153,0.09504226595163345
,,180,,,0.027015676721930504,0.11079124361276627
,,181,,,0.020647017285227776,0.09606396406888962
,,182,,,0.01628490537405014,0.08768061548471451
,,183,,,0.014976892620325089,0.08874477446079254
,,184,,,0.018343109637498856,0.09431132674217224
,,185,,,0.020096302032470703,0.09561610966920853
,,186,,,0.021546712145209312,0.10106392204761505
,,187,,,0.020038090646266937,0.0958779826760292
,,188,,,0.015170389786362648,0.08417756110429764
,,189,,,0.0069653429090976715,0.0820411741733551
,,190,,,0.006981668993830681,0.07961345463991165
,,191,,,0.007360256277024746,0.07856469601392746
,,192,,,0.02982383221387863,0.10526902228593826
,,193,,,0.028629712760448456,0.10720743983983994
,,194,,,0.027356145903468132,0.10276518762111664
,,195,,,0.029867885634303093,0.10543003678321838
,,196,,,0.02714591845870018,0.10588189959526062
,,197,,,0.02509770542383194,0.10280342400074005
,,198,,,0.03414225950837135,0.11278170347213745
,,199,,,0.022264031693339348,0.09792040288448334
,,200,,,0.012546057812869549,0.08841980248689651
,,201,,,0.0059411535039544106,0.07197490334510803
,,202,,,0.011084860190749168,0.08328617364168167
,,203,,,0.019899191334843636,0.09629964083433151
,,204,,,0.020894380286335945,0.09034929424524307
,,205,,,0.024294747039675713,0.09296881407499313
,,206,,,0.026305310428142548,0.09848898649215698
,,207,,,0.024469511583447456,0.09208223223686218
,,208,,,0.02428927645087242,0.09242220222949982
,,209,,,0.023116283118724823,0.09221337735652924
,,210,,,0.02690976671874523,0.09532587975263596
